dia1,nome_cartao,hora1,linha,n
1,12-VALE-TRANPORTE AVULSO,8,314,7
1,12-VALE-TRANPORTE AVULSO,8,315,25
1,12-VALE-TRANPORTE AVULSO,8,317,7
1,12-VALE-TRANPORTE AVULSO,8,318,2
1,12-VALE-TRANPORTE AVULSO,8,319,3
1,12-VALE-TRANPORTE AVULSO,8,321,9
1,12-VALE-TRANPORTE AVULSO,8,322,5
1,12-VALE-TRANPORTE AVULSO,8,323,2
1,12-VALE-TRANPORTE AVULSO,8,325,1
1,12-VALE-TRANPORTE AVULSO,8,327,4
1,12-VALE-TRANPORTE AVULSO,8,329,10
1,12-VALE-TRANPORTE AVULSO,8,330,3
1,12-VALE-TRANPORTE AVULSO,8,332,1
1,12-VALE-TRANPORTE AVULSO,8,335,7
1,12-VALE-TRANPORTE AVULSO,8,336,2
1,12-VALE-TRANPORTE AVULSO,8,337,12
1,12-VALE-TRANPORTE AVULSO,8,338,12
1,12-VALE-TRANPORTE AVULSO,8,339,2
1,12-VALE-TRANPORTE AVULSO,8,340,1
1,12-VALE-TRANPORTE AVULSO,8,341,4
1,12-VALE-TRANPORTE AVULSO,8,342,4
1,12-VALE-TRANPORTE AVULSO,8,343,13
1,12-VALE-TRANPORTE AVULSO,8,344,4
1,12-VALE-TRANPORTE AVULSO,8,345,4
1,12-VALE-TRANPORTE AVULSO,8,346,7
1,12-VALE-TRANPORTE AVULSO,8,347,9
1,12-VALE-TRANPORTE AVULSO,8,349,2
1,12-VALE-TRANPORTE AVULSO,8,350,7
1,12-VALE-TRANPORTE AVULSO,8,351,1
1,12-VALE-TRANPORTE AVULSO,8,353,1
1,12-VALE-TRANPORTE AVULSO,8,355,6
1,12-VALE-TRANPORTE AVULSO,8,356,3
1,12-VALE-TRANPORTE AVULSO,8,357,6
1,12-VALE-TRANPORTE AVULSO,8,359,1
1,12-VALE-TRANPORTE AVULSO,8,360,8
1,12-VALE-TRANPORTE AVULSO,8,361,3
1,12-VALE-TRANPORTE AVULSO,8,362,1
1,12-VALE-TRANPORTE AVULSO,8,366,7
1,12-VALE-TRANPORTE AVULSO,8,367,1
1,12-VALE-TRANPORTE AVULSO,8,369,3
1,12-VALE-TRANPORTE AVULSO,8,372,6
1,12-VALE-TRANPORTE AVULSO,8,375,3
1,12-VALE-TRANPORTE AVULSO,8,376,8
1,12-VALE-TRANPORTE AVULSO,8,377,10
1,12-VALE-TRANPORTE AVULSO,8,378,4
1,12-VALE-TRANPORTE AVULSO,8,379,8
1,12-VALE-TRANPORTE AVULSO,8,381,2
1,12-VALE-TRANPORTE AVULSO,8,382,1
1,12-VALE-TRANPORTE AVULSO,8,383,7
1,12-VALE-TRANPORTE AVULSO,8,384,2
1,12-VALE-TRANPORTE AVULSO,8,386,12
1,12-VALE-TRANPORTE AVULSO,8,388,3
1,12-VALE-TRANPORTE AVULSO,8,389,1
1,12-VALE-TRANPORTE AVULSO,8,390,3
1,12-VALE-TRANPORTE AVULSO,8,391,9
1,12-VALE-TRANPORTE AVULSO,8,393,2
1,12-VALE-TRANPORTE AVULSO,8,394,6
1,12-VALE-TRANPORTE AVULSO,8,395,3
1,12-VALE-TRANPORTE AVULSO,8,397,2
1,12-VALE-TRANPORTE AVULSO,8,401,6
1,12-VALE-TRANPORTE AVULSO,8,403,4
1,12-VALE-TRANPORTE AVULSO,8,405,3
1,12-VALE-TRANPORTE AVULSO,8,406,10
1,12-VALE-TRANPORTE AVULSO,8,407,5
1,12-VALE-TRANPORTE AVULSO,8,411,1
1,12-VALE-TRANPORTE AVULSO,8,456,22
1,12-VALE-TRANPORTE AVULSO,8,466,6
1,12-VALE-TRANPORTE AVULSO,8,504,1
1,12-VALE-TRANPORTE AVULSO,8,600,22
1,12-VALE-TRANPORTE AVULSO,8,601,2
1,12-VALE-TRANPORTE AVULSO,8,602,4
1,12-VALE-TRANPORTE AVULSO,8,603,10
1,12-VALE-TRANPORTE AVULSO,8,604,4
1,12-VALE-TRANPORTE AVULSO,8,605,4
1,12-VALE-TRANPORTE AVULSO,8,606,12
1,12-VALE-TRANPORTE AVULSO,8,609,7
1,12-VALE-TRANPORTE AVULSO,8,610,4
1,12-VALE-TRANPORTE AVULSO,8,611,1
1,12-VALE-TRANPORTE AVULSO,8,612,12
1,12-VALE-TRANPORTE AVULSO,8,613,5
1,12-VALE-TRANPORTE AVULSO,8,616,4
1,12-VALE-TRANPORTE AVULSO,8,617,7
1,12-VALE-TRANPORTE AVULSO,8,618,13
1,12-VALE-TRANPORTE AVULSO,8,619,4
1,12-VALE-TRANPORTE AVULSO,8,621,6
1,12-VALE-TRANPORTE AVULSO,8,622,11
1,12-VALE-TRANPORTE AVULSO,8,626,14
1,12-VALE-TRANPORTE AVULSO,8,627,2
1,12-VALE-TRANPORTE AVULSO,8,628,7
1,12-VALE-TRANPORTE AVULSO,8,629,23
1,12-VALE-TRANPORTE AVULSO,8,630,9
1,12-VALE-TRANPORTE AVULSO,8,631,3
1,12-VALE-TRANPORTE AVULSO,8,632,10
1,12-VALE-TRANPORTE AVULSO,8,635,7
1,12-VALE-TRANPORTE AVULSO,8,636,5
1,12-VALE-TRANPORTE AVULSO,8,637,2
1,12-VALE-TRANPORTE AVULSO,8,639,3
1,12-VALE-TRANPORTE AVULSO,8,640,3
1,12-VALE-TRANPORTE AVULSO,8,642,3
1,12-VALE-TRANPORTE AVULSO,8,643,5
1,12-VALE-TRANPORTE AVULSO,8,645,6
1,12-VALE-TRANPORTE AVULSO,8,646,2
1,12-VALE-TRANPORTE AVULSO,8,650,6
1,12-VALE-TRANPORTE AVULSO,8,653,4
1,12-VALE-TRANPORTE AVULSO,8,655,10
1,12-VALE-TRANPORTE AVULSO,8,656,6
1,12-VALE-TRANPORTE AVULSO,8,657,5
1,12-VALE-TRANPORTE AVULSO,8,666,2
1,12-VALE-TRANPORTE AVULSO,8,676,14
1,12-VALE-TRANPORTE AVULSO,8,680,8
1,12-VALE-TRANPORTE AVULSO,8,686,7
1,12-VALE-TRANPORTE AVULSO,8,696,1
1,12-VALE-TRANPORTE AVULSO,8,701,2
1,12-VALE-TRANPORTE AVULSO,8,703,7
1,12-VALE-TRANPORTE AVULSO,8,706,3
1,12-VALE-TRANPORTE AVULSO,8,711,6
1,12-VALE-TRANPORTE AVULSO,8,712,10
1,12-VALE-TRANPORTE AVULSO,8,725,3
1,12-VALE-TRANPORTE AVULSO,8,728,5
1,12-VALE-TRANPORTE AVULSO,8,752,4
1,12-VALE-TRANPORTE AVULSO,8,754,2
1,12-VALE-TRANPORTE AVULSO,8,757,8
1,12-VALE-TRANPORTE AVULSO,8,804,5
1,12-VALE-TRANPORTE AVULSO,8,806,10
1,12-VALE-TRANPORTE AVULSO,8,813,2
1,12-VALE-TRANPORTE AVULSO,8,814,9
1,12-VALE-TRANPORTE AVULSO,8,815,11
1,12-VALE-TRANPORTE AVULSO,8,820,4
1,12-VALE-TRANPORTE AVULSO,8,831,4
1,12-VALE-TRANPORTE AVULSO,8,832,10
1,12-VALE-TRANPORTE AVULSO,8,841,1
1,12-VALE-TRANPORTE AVULSO,8,855,15
1,12-VALE-TRANPORTE AVULSO,8,901,1
1,12-VALE-TRANPORTE AVULSO,8,903,6
1,12-VALE-TRANPORTE AVULSO,8,905,2
1,12-VALE-TRANPORTE AVULSO,8,906,13
1,12-VALE-TRANPORTE AVULSO,8,907,4
1,12-VALE-TRANPORTE AVULSO,8,909,8
1,12-VALE-TRANPORTE AVULSO,8,920,5
1,12-VALE-TRANPORTE AVULSO,9,1,1
1,12-VALE-TRANPORTE AVULSO,9,3,14
1,12-VALE-TRANPORTE AVULSO,9,5,31
1,12-VALE-TRANPORTE AVULSO,9,6,14
1,12-VALE-TRANPORTE AVULSO,9,7,1
1,12-VALE-TRANPORTE AVULSO,9,8,1
1,12-VALE-TRANPORTE AVULSO,9,10,3
1,12-VALE-TRANPORTE AVULSO,9,11,11
1,12-VALE-TRANPORTE AVULSO,9,12,12
1,12-VALE-TRANPORTE AVULSO,9,13,3
1,12-VALE-TRANPORTE AVULSO,9,14,3
1,12-VALE-TRANPORTE AVULSO,9,15,13
1,12-VALE-TRANPORTE AVULSO,9,21,2
1,12-VALE-TRANPORTE AVULSO,9,22,7
1,12-VALE-TRANPORTE AVULSO,9,24,13
1,12-VALE-TRANPORTE AVULSO,9,26,36
1,12-VALE-TRANPORTE AVULSO,9,27,10
1,12-VALE-TRANPORTE AVULSO,9,28,17
1,12-VALE-TRANPORTE AVULSO,9,29,4
1,12-VALE-TRANPORTE AVULSO,9,30,22
1,12-VALE-TRANPORTE AVULSO,9,31,4
1,12-VALE-TRANPORTE AVULSO,9,32,5
1,12-VALE-TRANPORTE AVULSO,9,38,9
1,12-VALE-TRANPORTE AVULSO,9,41,36
1,12-VALE-TRANPORTE AVULSO,9,42,40
1,12-VALE-TRANPORTE AVULSO,9,43,5
1,12-VALE-TRANPORTE AVULSO,9,44,12
1,12-VALE-TRANPORTE AVULSO,9,45,31
1,12-VALE-TRANPORTE AVULSO,9,51,53
1,12-VALE-TRANPORTE AVULSO,9,52,55
1,12-VALE-TRANPORTE AVULSO,9,60,7
1,12-VALE-TRANPORTE AVULSO,9,66,9
1,12-VALE-TRANPORTE AVULSO,9,68,9
1,12-VALE-TRANPORTE AVULSO,9,69,1
1,12-VALE-TRANPORTE AVULSO,9,70,12
1,12-VALE-TRANPORTE AVULSO,9,71,2
1,12-VALE-TRANPORTE AVULSO,9,72,8
1,12-VALE-TRANPORTE AVULSO,9,74,9
1,12-VALE-TRANPORTE AVULSO,9,75,4
1,12-VALE-TRANPORTE AVULSO,9,76,18
1,12-VALE-TRANPORTE AVULSO,9,77,13
1,12-VALE-TRANPORTE AVULSO,9,78,3
1,12-VALE-TRANPORTE AVULSO,9,79,4
1,12-VALE-TRANPORTE AVULSO,9,80,9
1,12-VALE-TRANPORTE AVULSO,9,81,7
1,12-VALE-TRANPORTE AVULSO,9,83,4
1,12-VALE-TRANPORTE AVULSO,9,84,11
1,12-VALE-TRANPORTE AVULSO,9,85,4
1,12-VALE-TRANPORTE AVULSO,9,88,7
1,12-VALE-TRANPORTE AVULSO,9,97,2
1,12-VALE-TRANPORTE AVULSO,9,101,5
1,12-VALE-TRANPORTE AVULSO,9,102,1
1,12-VALE-TRANPORTE AVULSO,9,110,1
1,12-VALE-TRANPORTE AVULSO,9,111,4
1,12-VALE-TRANPORTE AVULSO,9,112,3
1,12-VALE-TRANPORTE AVULSO,9,114,7
1,12-VALE-TRANPORTE AVULSO,9,115,8
1,12-VALE-TRANPORTE AVULSO,9,122,2
1,12-VALE-TRANPORTE AVULSO,9,130,1
1,12-VALE-TRANPORTE AVULSO,9,200,6
1,12-VALE-TRANPORTE AVULSO,9,205,1
1,12-VALE-TRANPORTE AVULSO,9,206,4
1,12-VALE-TRANPORTE AVULSO,9,211,3
1,12-VALE-TRANPORTE AVULSO,9,212,3
1,12-VALE-TRANPORTE AVULSO,9,213,8
1,12-VALE-TRANPORTE AVULSO,9,214,3
1,12-VALE-TRANPORTE AVULSO,9,215,3
1,12-VALE-TRANPORTE AVULSO,9,216,1
1,12-VALE-TRANPORTE AVULSO,9,220,10
1,12-VALE-TRANPORTE AVULSO,9,222,5
1,12-VALE-TRANPORTE AVULSO,9,225,1
1,12-VALE-TRANPORTE AVULSO,9,243,2
1,12-VALE-TRANPORTE AVULSO,9,303,1
1,12-VALE-TRANPORTE AVULSO,9,304,1
1,12-VALE-TRANPORTE AVULSO,9,305,2
1,12-VALE-TRANPORTE AVULSO,9,308,5
1,12-VALE-TRANPORTE AVULSO,9,311,7
1,12-VALE-TRANPORTE AVULSO,9,312,3
1,12-VALE-TRANPORTE AVULSO,9,313,1
1,12-VALE-TRANPORTE AVULSO,9,314,1
1,12-VALE-TRANPORTE AVULSO,9,315,26
1,12-VALE-TRANPORTE AVULSO,9,317,4
1,12-VALE-TRANPORTE AVULSO,9,318,2
1,12-VALE-TRANPORTE AVULSO,9,319,1
1,12-VALE-TRANPORTE AVULSO,9,321,9
1,12-VALE-TRANPORTE AVULSO,9,322,6
1,12-VALE-TRANPORTE AVULSO,9,323,1
1,12-VALE-TRANPORTE AVULSO,9,324,2
1,12-VALE-TRANPORTE AVULSO,9,325,2
1,12-VALE-TRANPORTE AVULSO,9,327,4
1,12-VALE-TRANPORTE AVULSO,9,329,6
1,12-VALE-TRANPORTE AVULSO,9,330,3
1,12-VALE-TRANPORTE AVULSO,9,332,4
1,12-VALE-TRANPORTE AVULSO,9,334,1
1,12-VALE-TRANPORTE AVULSO,9,335,7
1,12-VALE-TRANPORTE AVULSO,9,336,8
1,12-VALE-TRANPORTE AVULSO,9,337,12
1,12-VALE-TRANPORTE AVULSO,9,338,12
1,12-VALE-TRANPORTE AVULSO,9,339,3
1,12-VALE-TRANPORTE AVULSO,9,340,1
1,12-VALE-TRANPORTE AVULSO,9,341,4
1,12-VALE-TRANPORTE AVULSO,9,342,1
1,12-VALE-TRANPORTE AVULSO,9,343,6
1,12-VALE-TRANPORTE AVULSO,9,344,3
1,12-VALE-TRANPORTE AVULSO,9,345,7
1,12-VALE-TRANPORTE AVULSO,9,346,4
1,12-VALE-TRANPORTE AVULSO,9,347,8
1,12-VALE-TRANPORTE AVULSO,9,350,3
1,12-VALE-TRANPORTE AVULSO,9,353,1
1,12-VALE-TRANPORTE AVULSO,9,355,11
1,12-VALE-TRANPORTE AVULSO,9,356,1
1,12-VALE-TRANPORTE AVULSO,9,357,1
1,12-VALE-TRANPORTE AVULSO,9,359,1
1,12-VALE-TRANPORTE AVULSO,9,360,5
1,12-VALE-TRANPORTE AVULSO,9,361,4
1,12-VALE-TRANPORTE AVULSO,9,362,5
1,12-VALE-TRANPORTE AVULSO,9,366,9
1,12-VALE-TRANPORTE AVULSO,9,367,1
1,12-VALE-TRANPORTE AVULSO,9,368,1
1,12-VALE-TRANPORTE AVULSO,9,369,5
1,12-VALE-TRANPORTE AVULSO,9,372,9
1,12-VALE-TRANPORTE AVULSO,9,375,3
1,12-VALE-TRANPORTE AVULSO,9,376,5
1,12-VALE-TRANPORTE AVULSO,9,377,2
1,12-VALE-TRANPORTE AVULSO,9,378,4
1,12-VALE-TRANPORTE AVULSO,9,379,11
1,12-VALE-TRANPORTE AVULSO,9,381,1
1,12-VALE-TRANPORTE AVULSO,9,382,2
1,12-VALE-TRANPORTE AVULSO,9,383,4
1,12-VALE-TRANPORTE AVULSO,9,384,3
1,12-VALE-TRANPORTE AVULSO,9,386,3
1,12-VALE-TRANPORTE AVULSO,9,388,3
1,12-VALE-TRANPORTE AVULSO,9,389,3
1,12-VALE-TRANPORTE AVULSO,9,390,5
1,12-VALE-TRANPORTE AVULSO,9,391,5
1,12-VALE-TRANPORTE AVULSO,9,392,6
1,12-VALE-TRANPORTE AVULSO,9,393,3
1,12-VALE-TRANPORTE AVULSO,9,394,7
1,12-VALE-TRANPORTE AVULSO,9,397,2
1,12-VALE-TRANPORTE AVULSO,9,401,4
1,12-VALE-TRANPORTE AVULSO,9,403,3
1,12-VALE-TRANPORTE AVULSO,9,404,2
1,12-VALE-TRANPORTE AVULSO,9,405,3
1,12-VALE-TRANPORTE AVULSO,9,406,15
1,12-VALE-TRANPORTE AVULSO,9,407,2
1,12-VALE-TRANPORTE AVULSO,9,411,2
1,12-VALE-TRANPORTE AVULSO,9,456,11
1,12-VALE-TRANPORTE AVULSO,9,502,1
1,12-VALE-TRANPORTE AVULSO,9,600,14
1,12-VALE-TRANPORTE AVULSO,9,602,2
1,12-VALE-TRANPORTE AVULSO,9,603,8
1,12-VALE-TRANPORTE AVULSO,9,604,3
1,12-VALE-TRANPORTE AVULSO,9,605,5
1,12-VALE-TRANPORTE AVULSO,9,606,4
1,12-VALE-TRANPORTE AVULSO,9,609,13
1,12-VALE-TRANPORTE AVULSO,9,612,6
1,12-VALE-TRANPORTE AVULSO,9,613,8
1,12-VALE-TRANPORTE AVULSO,9,616,2
1,12-VALE-TRANPORTE AVULSO,9,617,6
1,12-VALE-TRANPORTE AVULSO,9,618,11
1,12-VALE-TRANPORTE AVULSO,9,619,1
1,12-VALE-TRANPORTE AVULSO,9,621,4
1,12-VALE-TRANPORTE AVULSO,9,622,3
1,12-VALE-TRANPORTE AVULSO,9,625,2
1,12-VALE-TRANPORTE AVULSO,9,626,10
1,12-VALE-TRANPORTE AVULSO,9,627,2
1,12-VALE-TRANPORTE AVULSO,9,628,5
1,12-VALE-TRANPORTE AVULSO,9,629,15
1,12-VALE-TRANPORTE AVULSO,9,631,1
1,12-VALE-TRANPORTE AVULSO,9,632,11
1,12-VALE-TRANPORTE AVULSO,9,634,10
1,12-VALE-TRANPORTE AVULSO,9,635,6
1,12-VALE-TRANPORTE AVULSO,9,636,5
1,12-VALE-TRANPORTE AVULSO,9,637,2
1,12-VALE-TRANPORTE AVULSO,9,640,4
1,12-VALE-TRANPORTE AVULSO,9,641,5
1,12-VALE-TRANPORTE AVULSO,9,643,7
1,12-VALE-TRANPORTE AVULSO,9,645,6
1,12-VALE-TRANPORTE AVULSO,9,650,11
1,12-VALE-TRANPORTE AVULSO,9,653,1
1,12-VALE-TRANPORTE AVULSO,9,655,1
1,12-VALE-TRANPORTE AVULSO,9,656,5
1,12-VALE-TRANPORTE AVULSO,9,657,11
1,12-VALE-TRANPORTE AVULSO,9,666,1
1,12-VALE-TRANPORTE AVULSO,9,676,7
1,12-VALE-TRANPORTE AVULSO,9,680,6
1,12-VALE-TRANPORTE AVULSO,9,686,7
1,12-VALE-TRANPORTE AVULSO,9,696,9
1,12-VALE-TRANPORTE AVULSO,9,701,2
1,12-VALE-TRANPORTE AVULSO,9,703,1
1,12-VALE-TRANPORTE AVULSO,9,706,1
1,12-VALE-TRANPORTE AVULSO,9,710,3
1,12-VALE-TRANPORTE AVULSO,9,711,10
1,12-VALE-TRANPORTE AVULSO,9,712,7
1,12-VALE-TRANPORTE AVULSO,9,725,7
1,12-VALE-TRANPORTE AVULSO,9,728,1
1,12-VALE-TRANPORTE AVULSO,9,752,4
1,12-VALE-TRANPORTE AVULSO,9,754,8
1,12-VALE-TRANPORTE AVULSO,9,757,9
1,12-VALE-TRANPORTE AVULSO,9,804,3
1,12-VALE-TRANPORTE AVULSO,9,806,8
1,12-VALE-TRANPORTE AVULSO,9,813,6
1,12-VALE-TRANPORTE AVULSO,9,814,5
1,12-VALE-TRANPORTE AVULSO,9,815,4
1,12-VALE-TRANPORTE AVULSO,9,820,9
1,12-VALE-TRANPORTE AVULSO,9,825,4
1,12-VALE-TRANPORTE AVULSO,9,831,1
1,12-VALE-TRANPORTE AVULSO,9,832,5
1,12-VALE-TRANPORTE AVULSO,9,855,9
1,12-VALE-TRANPORTE AVULSO,9,901,1
1,12-VALE-TRANPORTE AVULSO,9,903,9
1,12-VALE-TRANPORTE AVULSO,9,905,2
1,12-VALE-TRANPORTE AVULSO,9,906,5
1,12-VALE-TRANPORTE AVULSO,9,907,1
1,12-VALE-TRANPORTE AVULSO,9,909,9
1,12-VALE-TRANPORTE AVULSO,9,913,4
1,12-VALE-TRANPORTE AVULSO,9,920,9
1,12-VALE-TRANPORTE AVULSO,10,1,5
1,12-VALE-TRANPORTE AVULSO,10,3,20
1,12-VALE-TRANPORTE AVULSO,10,5,30
1,12-VALE-TRANPORTE AVULSO,10,6,22
1,12-VALE-TRANPORTE AVULSO,10,7,3
1,12-VALE-TRANPORTE AVULSO,10,8,3
1,12-VALE-TRANPORTE AVULSO,10,10,3
1,12-VALE-TRANPORTE AVULSO,10,11,7
1,12-VALE-TRANPORTE AVULSO,10,12,6
1,12-VALE-TRANPORTE AVULSO,10,13,2
1,12-VALE-TRANPORTE AVULSO,10,14,1
1,12-VALE-TRANPORTE AVULSO,10,15,17
1,12-VALE-TRANPORTE AVULSO,10,21,2
1,12-VALE-TRANPORTE AVULSO,10,22,2
1,12-VALE-TRANPORTE AVULSO,10,24,22
1,12-VALE-TRANPORTE AVULSO,10,25,1
1,12-VALE-TRANPORTE AVULSO,10,26,35
1,12-VALE-TRANPORTE AVULSO,10,27,6
1,12-VALE-TRANPORTE AVULSO,10,28,10
1,12-VALE-TRANPORTE AVULSO,10,29,9
1,12-VALE-TRANPORTE AVULSO,10,30,18
1,12-VALE-TRANPORTE AVULSO,10,31,5
1,12-VALE-TRANPORTE AVULSO,10,32,4
1,12-VALE-TRANPORTE AVULSO,10,38,7
1,12-VALE-TRANPORTE AVULSO,10,41,29
1,12-VALE-TRANPORTE AVULSO,10,42,21
1,12-VALE-TRANPORTE AVULSO,10,43,9
1,12-VALE-TRANPORTE AVULSO,10,44,13
1,12-VALE-TRANPORTE AVULSO,10,45,24
1,12-VALE-TRANPORTE AVULSO,10,51,71
1,12-VALE-TRANPORTE AVULSO,10,52,49
1,12-VALE-TRANPORTE AVULSO,10,60,6
1,12-VALE-TRANPORTE AVULSO,10,66,2
1,12-VALE-TRANPORTE AVULSO,10,68,21
1,12-VALE-TRANPORTE AVULSO,10,69,2
1,12-VALE-TRANPORTE AVULSO,10,70,6
1,12-VALE-TRANPORTE AVULSO,10,71,4
1,12-VALE-TRANPORTE AVULSO,10,72,10
1,12-VALE-TRANPORTE AVULSO,10,74,3
1,12-VALE-TRANPORTE AVULSO,10,75,9
1,12-VALE-TRANPORTE AVULSO,10,76,22
1,12-VALE-TRANPORTE AVULSO,10,77,19
1,12-VALE-TRANPORTE AVULSO,10,78,7
1,12-VALE-TRANPORTE AVULSO,10,79,1
1,12-VALE-TRANPORTE AVULSO,10,80,15
1,12-VALE-TRANPORTE AVULSO,10,81,1
1,12-VALE-TRANPORTE AVULSO,10,83,3
1,12-VALE-TRANPORTE AVULSO,10,84,17
1,12-VALE-TRANPORTE AVULSO,10,85,4
1,12-VALE-TRANPORTE AVULSO,10,97,4
1,12-VALE-TRANPORTE AVULSO,10,101,12
1,12-VALE-TRANPORTE AVULSO,10,102,2
1,12-VALE-TRANPORTE AVULSO,10,110,2
1,12-VALE-TRANPORTE AVULSO,10,111,4
1,12-VALE-TRANPORTE AVULSO,10,112,8
1,12-VALE-TRANPORTE AVULSO,10,114,3
1,12-VALE-TRANPORTE AVULSO,10,115,4
1,12-VALE-TRANPORTE AVULSO,10,122,9
1,12-VALE-TRANPORTE AVULSO,10,130,5
1,12-VALE-TRANPORTE AVULSO,10,200,6
1,12-VALE-TRANPORTE AVULSO,10,205,1
1,12-VALE-TRANPORTE AVULSO,10,206,2
1,12-VALE-TRANPORTE AVULSO,10,210,3
1,12-VALE-TRANPORTE AVULSO,10,211,9
1,12-VALE-TRANPORTE AVULSO,10,212,2
1,12-VALE-TRANPORTE AVULSO,10,213,2
1,12-VALE-TRANPORTE AVULSO,10,214,5
1,12-VALE-TRANPORTE AVULSO,10,216,3
1,12-VALE-TRANPORTE AVULSO,10,220,4
1,12-VALE-TRANPORTE AVULSO,10,233,1
1,12-VALE-TRANPORTE AVULSO,10,243,6
1,12-VALE-TRANPORTE AVULSO,10,304,1
1,12-VALE-TRANPORTE AVULSO,10,305,1
1,12-VALE-TRANPORTE AVULSO,10,311,6
1,12-VALE-TRANPORTE AVULSO,10,312,13
1,12-VALE-TRANPORTE AVULSO,10,313,5
1,12-VALE-TRANPORTE AVULSO,10,314,1
1,12-VALE-TRANPORTE AVULSO,10,315,23
1,12-VALE-TRANPORTE AVULSO,10,317,8
1,12-VALE-TRANPORTE AVULSO,10,319,4
1,12-VALE-TRANPORTE AVULSO,10,321,13
1,12-VALE-TRANPORTE AVULSO,10,322,4
1,12-VALE-TRANPORTE AVULSO,10,323,2
1,12-VALE-TRANPORTE AVULSO,10,324,3
1,12-VALE-TRANPORTE AVULSO,10,325,1
1,12-VALE-TRANPORTE AVULSO,10,327,8
1,12-VALE-TRANPORTE AVULSO,10,329,2
1,12-VALE-TRANPORTE AVULSO,10,330,2
1,12-VALE-TRANPORTE AVULSO,10,332,4
1,12-VALE-TRANPORTE AVULSO,10,335,7
1,12-VALE-TRANPORTE AVULSO,10,336,3
1,12-VALE-TRANPORTE AVULSO,10,337,5
1,12-VALE-TRANPORTE AVULSO,10,338,16
1,12-VALE-TRANPORTE AVULSO,10,339,14
1,12-VALE-TRANPORTE AVULSO,10,340,3
1,12-VALE-TRANPORTE AVULSO,10,341,3
1,12-VALE-TRANPORTE AVULSO,10,342,2
1,12-VALE-TRANPORTE AVULSO,10,343,5
1,12-VALE-TRANPORTE AVULSO,10,344,1
1,12-VALE-TRANPORTE AVULSO,10,345,2
1,12-VALE-TRANPORTE AVULSO,10,346,7
1,12-VALE-TRANPORTE AVULSO,10,347,8
1,12-VALE-TRANPORTE AVULSO,10,349,2
1,12-VALE-TRANPORTE AVULSO,10,350,5
1,12-VALE-TRANPORTE AVULSO,10,351,6
1,12-VALE-TRANPORTE AVULSO,10,353,4
1,12-VALE-TRANPORTE AVULSO,10,355,9
1,12-VALE-TRANPORTE AVULSO,10,357,2
1,12-VALE-TRANPORTE AVULSO,10,359,2
1,12-VALE-TRANPORTE AVULSO,10,360,4
1,12-VALE-TRANPORTE AVULSO,10,361,2
1,12-VALE-TRANPORTE AVULSO,10,362,2
1,12-VALE-TRANPORTE AVULSO,10,365,1
1,12-VALE-TRANPORTE AVULSO,10,366,4
1,12-VALE-TRANPORTE AVULSO,10,368,1
1,12-VALE-TRANPORTE AVULSO,10,369,4
1,12-VALE-TRANPORTE AVULSO,10,372,4
1,12-VALE-TRANPORTE AVULSO,10,375,3
1,12-VALE-TRANPORTE AVULSO,10,376,6
1,12-VALE-TRANPORTE AVULSO,10,377,9
1,12-VALE-TRANPORTE AVULSO,10,379,8
1,12-VALE-TRANPORTE AVULSO,10,381,2
1,12-VALE-TRANPORTE AVULSO,10,382,2
1,12-VALE-TRANPORTE AVULSO,10,383,1
1,12-VALE-TRANPORTE AVULSO,10,384,2
1,12-VALE-TRANPORTE AVULSO,10,386,1
1,12-VALE-TRANPORTE AVULSO,10,388,4
1,12-VALE-TRANPORTE AVULSO,10,389,2
1,12-VALE-TRANPORTE AVULSO,10,390,1
1,12-VALE-TRANPORTE AVULSO,10,391,4
1,12-VALE-TRANPORTE AVULSO,10,392,1
1,12-VALE-TRANPORTE AVULSO,10,393,2
1,12-VALE-TRANPORTE AVULSO,10,394,4
1,12-VALE-TRANPORTE AVULSO,10,395,1
1,12-VALE-TRANPORTE AVULSO,10,397,4
1,12-VALE-TRANPORTE AVULSO,10,401,7
1,12-VALE-TRANPORTE AVULSO,10,403,7
1,12-VALE-TRANPORTE AVULSO,10,404,5
1,12-VALE-TRANPORTE AVULSO,10,405,1
1,12-VALE-TRANPORTE AVULSO,10,406,13
1,12-VALE-TRANPORTE AVULSO,10,407,8
1,12-VALE-TRANPORTE AVULSO,10,411,5
1,12-VALE-TRANPORTE AVULSO,10,456,27
1,12-VALE-TRANPORTE AVULSO,10,466,3
1,12-VALE-TRANPORTE AVULSO,10,502,3
1,12-VALE-TRANPORTE AVULSO,10,600,10
1,12-VALE-TRANPORTE AVULSO,10,602,5
1,12-VALE-TRANPORTE AVULSO,10,603,7
1,12-VALE-TRANPORTE AVULSO,10,604,5
1,12-VALE-TRANPORTE AVULSO,10,605,5
1,12-VALE-TRANPORTE AVULSO,10,606,9
1,12-VALE-TRANPORTE AVULSO,10,609,1
1,12-VALE-TRANPORTE AVULSO,10,610,7
1,12-VALE-TRANPORTE AVULSO,10,611,5
1,12-VALE-TRANPORTE AVULSO,10,612,9
1,12-VALE-TRANPORTE AVULSO,10,613,3
1,12-VALE-TRANPORTE AVULSO,10,616,3
1,12-VALE-TRANPORTE AVULSO,10,617,7
1,12-VALE-TRANPORTE AVULSO,10,618,16
1,12-VALE-TRANPORTE AVULSO,10,619,3
1,12-VALE-TRANPORTE AVULSO,10,621,4
