dia1,nome_cartao,hora1,linha,n
1,02-ESTUDANTE ETUFOR,0,1,1
1,02-ESTUDANTE ETUFOR,0,3,1
1,02-ESTUDANTE ETUFOR,0,5,1
1,02-ESTUDANTE ETUFOR,0,6,1
1,02-ESTUDANTE ETUFOR,0,8,4
1,02-ESTUDANTE ETUFOR,0,23,1
1,02-ESTUDANTE ETUFOR,0,26,3
1,02-ESTUDANTE ETUFOR,0,33,2
1,02-ESTUDANTE ETUFOR,0,34,2
1,02-ESTUDANTE ETUFOR,0,36,1
1,02-ESTUDANTE ETUFOR,0,39,2
1,02-ESTUDANTE ETUFOR,0,41,2
1,02-ESTUDANTE ETUFOR,0,46,1
1,02-ESTUDANTE ETUFOR,0,54,7
1,02-ESTUDANTE ETUFOR,0,55,2
1,02-ESTUDANTE ETUFOR,0,375,1
1,02-ESTUDANTE ETUFOR,1,1,4
1,02-ESTUDANTE ETUFOR,1,6,3
1,02-ESTUDANTE ETUFOR,1,8,2
1,02-ESTUDANTE ETUFOR,1,33,1
1,02-ESTUDANTE ETUFOR,1,34,3
1,02-ESTUDANTE ETUFOR,1,36,1
1,02-ESTUDANTE ETUFOR,1,39,1
1,02-ESTUDANTE ETUFOR,1,54,2
1,02-ESTUDANTE ETUFOR,1,55,12
1,02-ESTUDANTE ETUFOR,2,34,2
1,02-ESTUDANTE ETUFOR,2,35,1
1,02-ESTUDANTE ETUFOR,2,36,1
1,02-ESTUDANTE ETUFOR,2,37,1
1,02-ESTUDANTE ETUFOR,2,48,1
1,02-ESTUDANTE ETUFOR,2,55,1
1,02-ESTUDANTE ETUFOR,2,62,1
1,02-ESTUDANTE ETUFOR,2,398,1
1,02-ESTUDANTE ETUFOR,3,6,1
1,02-ESTUDANTE ETUFOR,3,8,3
1,02-ESTUDANTE ETUFOR,3,10,1
1,02-ESTUDANTE ETUFOR,3,34,3
1,02-ESTUDANTE ETUFOR,3,35,1
1,02-ESTUDANTE ETUFOR,3,36,1
1,02-ESTUDANTE ETUFOR,3,48,1
1,02-ESTUDANTE ETUFOR,3,55,6
1,02-ESTUDANTE ETUFOR,3,63,1
1,02-ESTUDANTE ETUFOR,4,1,1
1,02-ESTUDANTE ETUFOR,4,6,1
1,02-ESTUDANTE ETUFOR,4,10,2
1,02-ESTUDANTE ETUFOR,4,15,1
1,02-ESTUDANTE ETUFOR,4,37,2
1,02-ESTUDANTE ETUFOR,4,41,1
1,02-ESTUDANTE ETUFOR,4,43,1
1,02-ESTUDANTE ETUFOR,4,45,1
1,02-ESTUDANTE ETUFOR,4,51,3
1,02-ESTUDANTE ETUFOR,4,52,3
1,02-ESTUDANTE ETUFOR,4,55,2
1,02-ESTUDANTE ETUFOR,4,58,1
1,02-ESTUDANTE ETUFOR,4,64,1
1,02-ESTUDANTE ETUFOR,4,220,2
1,02-ESTUDANTE ETUFOR,4,243,2
1,02-ESTUDANTE ETUFOR,4,313,1
1,02-ESTUDANTE ETUFOR,4,330,1
1,02-ESTUDANTE ETUFOR,4,335,2
1,02-ESTUDANTE ETUFOR,4,337,1
1,02-ESTUDANTE ETUFOR,4,342,2
1,02-ESTUDANTE ETUFOR,4,376,2
1,02-ESTUDANTE ETUFOR,4,381,1
1,02-ESTUDANTE ETUFOR,4,398,2
1,02-ESTUDANTE ETUFOR,4,629,1
1,02-ESTUDANTE ETUFOR,4,630,1
1,02-ESTUDANTE ETUFOR,4,656,6
1,02-ESTUDANTE ETUFOR,4,831,1
1,02-ESTUDANTE ETUFOR,5,1,2
1,02-ESTUDANTE ETUFOR,5,3,3
1,02-ESTUDANTE ETUFOR,5,5,4
1,02-ESTUDANTE ETUFOR,5,6,1
1,02-ESTUDANTE ETUFOR,5,8,1
1,02-ESTUDANTE ETUFOR,5,10,13
1,02-ESTUDANTE ETUFOR,5,11,3
1,02-ESTUDANTE ETUFOR,5,12,1
1,02-ESTUDANTE ETUFOR,5,13,1
1,02-ESTUDANTE ETUFOR,5,15,6
1,02-ESTUDANTE ETUFOR,5,22,1
1,02-ESTUDANTE ETUFOR,5,24,2
1,02-ESTUDANTE ETUFOR,5,26,10
1,02-ESTUDANTE ETUFOR,5,28,1
1,02-ESTUDANTE ETUFOR,5,29,1
1,02-ESTUDANTE ETUFOR,5,30,4
1,02-ESTUDANTE ETUFOR,5,31,2
1,02-ESTUDANTE ETUFOR,5,32,3
1,02-ESTUDANTE ETUFOR,5,38,2
1,02-ESTUDANTE ETUFOR,5,41,8
1,02-ESTUDANTE ETUFOR,5,42,9
1,02-ESTUDANTE ETUFOR,5,43,3
1,02-ESTUDANTE ETUFOR,5,44,2
1,02-ESTUDANTE ETUFOR,5,45,3
1,02-ESTUDANTE ETUFOR,5,51,21
1,02-ESTUDANTE ETUFOR,5,52,19
1,02-ESTUDANTE ETUFOR,5,66,1
1,02-ESTUDANTE ETUFOR,5,68,2
1,02-ESTUDANTE ETUFOR,5,70,1
1,02-ESTUDANTE ETUFOR,5,72,2
1,02-ESTUDANTE ETUFOR,5,74,2
1,02-ESTUDANTE ETUFOR,5,76,6
1,02-ESTUDANTE ETUFOR,5,77,5
1,02-ESTUDANTE ETUFOR,5,78,1
1,02-ESTUDANTE ETUFOR,5,81,2
1,02-ESTUDANTE ETUFOR,5,84,1
1,02-ESTUDANTE ETUFOR,5,85,1
1,02-ESTUDANTE ETUFOR,5,111,1
1,02-ESTUDANTE ETUFOR,5,114,4
1,02-ESTUDANTE ETUFOR,5,122,4
1,02-ESTUDANTE ETUFOR,5,200,2
1,02-ESTUDANTE ETUFOR,5,210,2
1,02-ESTUDANTE ETUFOR,5,211,2
1,02-ESTUDANTE ETUFOR,5,212,2
1,02-ESTUDANTE ETUFOR,5,213,2
1,02-ESTUDANTE ETUFOR,5,214,1
1,02-ESTUDANTE ETUFOR,5,215,1
1,02-ESTUDANTE ETUFOR,5,217,2
1,02-ESTUDANTE ETUFOR,5,220,1
1,02-ESTUDANTE ETUFOR,5,225,1
1,02-ESTUDANTE ETUFOR,5,304,1
1,02-ESTUDANTE ETUFOR,5,308,1
1,02-ESTUDANTE ETUFOR,5,309,1
1,02-ESTUDANTE ETUFOR,5,313,2
1,02-ESTUDANTE ETUFOR,5,315,1
1,02-ESTUDANTE ETUFOR,5,319,3
1,02-ESTUDANTE ETUFOR,5,321,1
1,02-ESTUDANTE ETUFOR,5,322,1
1,02-ESTUDANTE ETUFOR,5,323,2
1,02-ESTUDANTE ETUFOR,5,327,1
1,02-ESTUDANTE ETUFOR,5,329,5
1,02-ESTUDANTE ETUFOR,5,332,1
1,02-ESTUDANTE ETUFOR,5,334,1
1,02-ESTUDANTE ETUFOR,5,335,8
1,02-ESTUDANTE ETUFOR,5,336,1
1,02-ESTUDANTE ETUFOR,5,337,3
1,02-ESTUDANTE ETUFOR,5,338,2
1,02-ESTUDANTE ETUFOR,5,340,2
1,02-ESTUDANTE ETUFOR,5,341,3
1,02-ESTUDANTE ETUFOR,5,342,1
1,02-ESTUDANTE ETUFOR,5,345,4
1,02-ESTUDANTE ETUFOR,5,346,1
1,02-ESTUDANTE ETUFOR,5,347,3
1,02-ESTUDANTE ETUFOR,5,349,2
1,02-ESTUDANTE ETUFOR,5,350,7
1,02-ESTUDANTE ETUFOR,5,353,1
1,02-ESTUDANTE ETUFOR,5,355,1
1,02-ESTUDANTE ETUFOR,5,357,1
1,02-ESTUDANTE ETUFOR,5,361,2
1,02-ESTUDANTE ETUFOR,5,362,3
1,02-ESTUDANTE ETUFOR,5,366,2
1,02-ESTUDANTE ETUFOR,5,369,3
1,02-ESTUDANTE ETUFOR,5,372,2
1,02-ESTUDANTE ETUFOR,5,375,1
1,02-ESTUDANTE ETUFOR,5,376,1
1,02-ESTUDANTE ETUFOR,5,377,2
1,02-ESTUDANTE ETUFOR,5,379,1
1,02-ESTUDANTE ETUFOR,5,381,1
1,02-ESTUDANTE ETUFOR,5,382,2
1,02-ESTUDANTE ETUFOR,5,384,1
1,02-ESTUDANTE ETUFOR,5,386,2
1,02-ESTUDANTE ETUFOR,5,391,2
1,02-ESTUDANTE ETUFOR,5,393,6
1,02-ESTUDANTE ETUFOR,5,394,1
1,02-ESTUDANTE ETUFOR,5,397,1
1,02-ESTUDANTE ETUFOR,5,403,1
1,02-ESTUDANTE ETUFOR,5,405,3
1,02-ESTUDANTE ETUFOR,5,407,1
1,02-ESTUDANTE ETUFOR,5,456,1
1,02-ESTUDANTE ETUFOR,5,466,1
1,02-ESTUDANTE ETUFOR,5,600,3
1,02-ESTUDANTE ETUFOR,5,603,1
1,02-ESTUDANTE ETUFOR,5,605,1
1,02-ESTUDANTE ETUFOR,5,606,2
1,02-ESTUDANTE ETUFOR,5,617,3
1,02-ESTUDANTE ETUFOR,5,618,1
1,02-ESTUDANTE ETUFOR,5,619,2
1,02-ESTUDANTE ETUFOR,5,622,1
1,02-ESTUDANTE ETUFOR,5,628,3
1,02-ESTUDANTE ETUFOR,5,629,15
1,02-ESTUDANTE ETUFOR,5,632,3
1,02-ESTUDANTE ETUFOR,5,635,1
1,02-ESTUDANTE ETUFOR,5,636,2
1,02-ESTUDANTE ETUFOR,5,642,1
1,02-ESTUDANTE ETUFOR,5,643,3
1,02-ESTUDANTE ETUFOR,5,645,1
1,02-ESTUDANTE ETUFOR,5,646,2
1,02-ESTUDANTE ETUFOR,5,650,2
1,02-ESTUDANTE ETUFOR,5,655,2
1,02-ESTUDANTE ETUFOR,5,656,1
1,02-ESTUDANTE ETUFOR,5,657,4
1,02-ESTUDANTE ETUFOR,5,686,1
1,02-ESTUDANTE ETUFOR,5,709,1
1,02-ESTUDANTE ETUFOR,5,711,3
1,02-ESTUDANTE ETUFOR,5,712,1
1,02-ESTUDANTE ETUFOR,5,728,1
1,02-ESTUDANTE ETUFOR,5,752,3
1,02-ESTUDANTE ETUFOR,5,804,4
1,02-ESTUDANTE ETUFOR,5,806,1
1,02-ESTUDANTE ETUFOR,5,813,4
1,02-ESTUDANTE ETUFOR,5,820,3
1,02-ESTUDANTE ETUFOR,5,825,1
1,02-ESTUDANTE ETUFOR,5,831,2
1,02-ESTUDANTE ETUFOR,5,832,2
1,02-ESTUDANTE ETUFOR,5,855,2
1,02-ESTUDANTE ETUFOR,5,903,3
1,02-ESTUDANTE ETUFOR,5,906,3
1,02-ESTUDANTE ETUFOR,5,907,1
1,02-ESTUDANTE ETUFOR,5,909,3
1,02-ESTUDANTE ETUFOR,5,913,2
1,02-ESTUDANTE ETUFOR,5,920,1
1,02-ESTUDANTE ETUFOR,6,1,6
1,02-ESTUDANTE ETUFOR,6,3,7
1,02-ESTUDANTE ETUFOR,6,5,3
1,02-ESTUDANTE ETUFOR,6,6,2
1,02-ESTUDANTE ETUFOR,6,7,6
1,02-ESTUDANTE ETUFOR,6,8,2
1,02-ESTUDANTE ETUFOR,6,10,11
1,02-ESTUDANTE ETUFOR,6,12,5
1,02-ESTUDANTE ETUFOR,6,13,1
1,02-ESTUDANTE ETUFOR,6,14,5
1,02-ESTUDANTE ETUFOR,6,15,5
1,02-ESTUDANTE ETUFOR,6,21,1
1,02-ESTUDANTE ETUFOR,6,22,2
1,02-ESTUDANTE ETUFOR,6,24,8
1,02-ESTUDANTE ETUFOR,6,26,19
1,02-ESTUDANTE ETUFOR,6,27,4
1,02-ESTUDANTE ETUFOR,6,28,14
1,02-ESTUDANTE ETUFOR,6,29,5
1,02-ESTUDANTE ETUFOR,6,30,16
1,02-ESTUDANTE ETUFOR,6,31,9
1,02-ESTUDANTE ETUFOR,6,32,5
1,02-ESTUDANTE ETUFOR,6,38,12
1,02-ESTUDANTE ETUFOR,6,41,23
1,02-ESTUDANTE ETUFOR,6,42,14
1,02-ESTUDANTE ETUFOR,6,43,7
1,02-ESTUDANTE ETUFOR,6,44,1
1,02-ESTUDANTE ETUFOR,6,45,17
1,02-ESTUDANTE ETUFOR,6,51,49
1,02-ESTUDANTE ETUFOR,6,52,53
1,02-ESTUDANTE ETUFOR,6,66,2
1,02-ESTUDANTE ETUFOR,6,68,7
1,02-ESTUDANTE ETUFOR,6,69,7
1,02-ESTUDANTE ETUFOR,6,70,10
1,02-ESTUDANTE ETUFOR,6,71,6
1,02-ESTUDANTE ETUFOR,6,72,2
1,02-ESTUDANTE ETUFOR,6,74,8
1,02-ESTUDANTE ETUFOR,6,75,2
1,02-ESTUDANTE ETUFOR,6,76,14
1,02-ESTUDANTE ETUFOR,6,77,15
1,02-ESTUDANTE ETUFOR,6,78,2
1,02-ESTUDANTE ETUFOR,6,79,1
1,02-ESTUDANTE ETUFOR,6,80,8
1,02-ESTUDANTE ETUFOR,6,81,6
1,02-ESTUDANTE ETUFOR,6,83,2
1,02-ESTUDANTE ETUFOR,6,84,1
1,02-ESTUDANTE ETUFOR,6,85,4
1,02-ESTUDANTE ETUFOR,6,88,5
1,02-ESTUDANTE ETUFOR,6,101,10
1,02-ESTUDANTE ETUFOR,6,102,2
1,02-ESTUDANTE ETUFOR,6,110,6
1,02-ESTUDANTE ETUFOR,6,112,1
1,02-ESTUDANTE ETUFOR,6,114,8
1,02-ESTUDANTE ETUFOR,6,115,3
1,02-ESTUDANTE ETUFOR,6,122,10
1,02-ESTUDANTE ETUFOR,6,200,5
1,02-ESTUDANTE ETUFOR,6,205,1
1,02-ESTUDANTE ETUFOR,6,210,5
1,02-ESTUDANTE ETUFOR,6,211,11
1,02-ESTUDANTE ETUFOR,6,212,2
1,02-ESTUDANTE ETUFOR,6,213,9
1,02-ESTUDANTE ETUFOR,6,214,3
1,02-ESTUDANTE ETUFOR,6,215,3
1,02-ESTUDANTE ETUFOR,6,216,1
1,02-ESTUDANTE ETUFOR,6,220,10
1,02-ESTUDANTE ETUFOR,6,222,3
1,02-ESTUDANTE ETUFOR,6,225,4
1,02-ESTUDANTE ETUFOR,6,243,5
1,02-ESTUDANTE ETUFOR,6,303,2
1,02-ESTUDANTE ETUFOR,6,304,6
1,02-ESTUDANTE ETUFOR,6,305,4
1,02-ESTUDANTE ETUFOR,6,308,2
1,02-ESTUDANTE ETUFOR,6,309,1
1,02-ESTUDANTE ETUFOR,6,311,6
1,02-ESTUDANTE ETUFOR,6,312,1
1,02-ESTUDANTE ETUFOR,6,313,2
1,02-ESTUDANTE ETUFOR,6,314,2
1,02-ESTUDANTE ETUFOR,6,315,10
1,02-ESTUDANTE ETUFOR,6,317,3
1,02-ESTUDANTE ETUFOR,6,318,3
1,02-ESTUDANTE ETUFOR,6,319,6
1,02-ESTUDANTE ETUFOR,6,321,5
1,02-ESTUDANTE ETUFOR,6,322,4
1,02-ESTUDANTE ETUFOR,6,323,14
1,02-ESTUDANTE ETUFOR,6,324,2
1,02-ESTUDANTE ETUFOR,6,325,1
1,02-ESTUDANTE ETUFOR,6,327,8
1,02-ESTUDANTE ETUFOR,6,329,5
1,02-ESTUDANTE ETUFOR,6,330,2
1,02-ESTUDANTE ETUFOR,6,332,1
1,02-ESTUDANTE ETUFOR,6,335,8
1,02-ESTUDANTE ETUFOR,6,336,12
1,02-ESTUDANTE ETUFOR,6,337,7
1,02-ESTUDANTE ETUFOR,6,338,11
1,02-ESTUDANTE ETUFOR,6,339,2
1,02-ESTUDANTE ETUFOR,6,340,2
1,02-ESTUDANTE ETUFOR,6,341,3
1,02-ESTUDANTE ETUFOR,6,342,4
1,02-ESTUDANTE ETUFOR,6,343,7
1,02-ESTUDANTE ETUFOR,6,344,3
1,02-ESTUDANTE ETUFOR,6,345,12
1,02-ESTUDANTE ETUFOR,6,346,3
1,02-ESTUDANTE ETUFOR,6,347,8
1,02-ESTUDANTE ETUFOR,6,349,2
1,02-ESTUDANTE ETUFOR,6,350,2
1,02-ESTUDANTE ETUFOR,6,351,4
1,02-ESTUDANTE ETUFOR,6,353,3
1,02-ESTUDANTE ETUFOR,6,355,10
1,02-ESTUDANTE ETUFOR,6,356,1
1,02-ESTUDANTE ETUFOR,6,357,1
1,02-ESTUDANTE ETUFOR,6,359,1
1,02-ESTUDANTE ETUFOR,6,360,3
1,02-ESTUDANTE ETUFOR,6,361,4
1,02-ESTUDANTE ETUFOR,6,362,9
1,02-ESTUDANTE ETUFOR,6,366,7
1,02-ESTUDANTE ETUFOR,6,367,4
1,02-ESTUDANTE ETUFOR,6,369,9
1,02-ESTUDANTE ETUFOR,6,372,4
1,02-ESTUDANTE ETUFOR,6,375,5
1,02-ESTUDANTE ETUFOR,6,376,15
1,02-ESTUDANTE ETUFOR,6,377,2
1,02-ESTUDANTE ETUFOR,6,378,2
1,02-ESTUDANTE ETUFOR,6,379,7
1,02-ESTUDANTE ETUFOR,6,381,6
1,02-ESTUDANTE ETUFOR,6,382,5
1,02-ESTUDANTE ETUFOR,6,384,3
1,02-ESTUDANTE ETUFOR,6,386,9
1,02-ESTUDANTE ETUFOR,6,388,7
1,02-ESTUDANTE ETUFOR,6,390,2
1,02-ESTUDANTE ETUFOR,6,391,6
1,02-ESTUDANTE ETUFOR,6,392,4
1,02-ESTUDANTE ETUFOR,6,393,1
1,02-ESTUDANTE ETUFOR,6,394,2
1,02-ESTUDANTE ETUFOR,6,395,2
1,02-ESTUDANTE ETUFOR,6,397,2
1,02-ESTUDANTE ETUFOR,6,401,3
1,02-ESTUDANTE ETUFOR,6,403,6
1,02-ESTUDANTE ETUFOR,6,405,7
1,02-ESTUDANTE ETUFOR,6,406,5
1,02-ESTUDANTE ETUFOR,6,407,4
1,02-ESTUDANTE ETUFOR,6,456,6
1,02-ESTUDANTE ETUFOR,6,466,3
1,02-ESTUDANTE ETUFOR,6,502,7
1,02-ESTUDANTE ETUFOR,6,600,5
1,02-ESTUDANTE ETUFOR,6,602,1
1,02-ESTUDANTE ETUFOR,6,603,4
1,02-ESTUDANTE ETUFOR,6,604,3
1,02-ESTUDANTE ETUFOR,6,605,1
1,02-ESTUDANTE ETUFOR,6,606,1
1,02-ESTUDANTE ETUFOR,6,609,4
1,02-ESTUDANTE ETUFOR,6,610,4
1,02-ESTUDANTE ETUFOR,6,612,1
1,02-ESTUDANTE ETUFOR,6,613,1
1,02-ESTUDANTE ETUFOR,6,617,1
1,02-ESTUDANTE ETUFOR,6,618,2
1,02-ESTUDANTE ETUFOR,6,619,1
1,02-ESTUDANTE ETUFOR,6,621,2
1,02-ESTUDANTE ETUFOR,6,622,3
1,02-ESTUDANTE ETUFOR,6,626,3
1,02-ESTUDANTE ETUFOR,6,627,2
1,02-ESTUDANTE ETUFOR,6,628,9
1,02-ESTUDANTE ETUFOR,6,629,29
1,02-ESTUDANTE ETUFOR,6,630,4
1,02-ESTUDANTE ETUFOR,6,631,2
1,02-ESTUDANTE ETUFOR,6,632,1
1,02-ESTUDANTE ETUFOR,6,635,3
1,02-ESTUDANTE ETUFOR,6,636,2
1,02-ESTUDANTE ETUFOR,6,637,1
1,02-ESTUDANTE ETUFOR,6,639,6
1,02-ESTUDANTE ETUFOR,6,640,4
1,02-ESTUDANTE ETUFOR,6,642,5
1,02-ESTUDANTE ETUFOR,6,643,7
1,02-ESTUDANTE ETUFOR,6,645,1
1,02-ESTUDANTE ETUFOR,6,646,3
1,02-ESTUDANTE ETUFOR,6,650,4
1,02-ESTUDANTE ETUFOR,6,655,3
1,02-ESTUDANTE ETUFOR,6,656,3
1,02-ESTUDANTE ETUFOR,6,657,4
1,02-ESTUDANTE ETUFOR,6,666,1
1,02-ESTUDANTE ETUFOR,6,676,10
1,02-ESTUDANTE ETUFOR,6,686,2
1,02-ESTUDANTE ETUFOR,6,696,1
1,02-ESTUDANTE ETUFOR,6,703,1
1,02-ESTUDANTE ETUFOR,6,709,4
1,02-ESTUDANTE ETUFOR,6,711,11
1,02-ESTUDANTE ETUFOR,6,712,4
1,02-ESTUDANTE ETUFOR,6,725,3
1,02-ESTUDANTE ETUFOR,6,728,7
1,02-ESTUDANTE ETUFOR,6,752,7
1,02-ESTUDANTE ETUFOR,6,754,2
1,02-ESTUDANTE ETUFOR,6,757,6
1,02-ESTUDANTE ETUFOR,6,804,8
1,02-ESTUDANTE ETUFOR,6,806,5
1,02-ESTUDANTE ETUFOR,6,813,4
1,02-ESTUDANTE ETUFOR,6,814,5
1,02-ESTUDANTE ETUFOR,6,815,3
1,02-ESTUDANTE ETUFOR,6,820,5
1,02-ESTUDANTE ETUFOR,6,831,8
1,02-ESTUDANTE ETUFOR,6,841,2
1,02-ESTUDANTE ETUFOR,6,855,4
1,02-ESTUDANTE ETUFOR,6,901,1
1,02-ESTUDANTE ETUFOR,6,903,2
1,02-ESTUDANTE ETUFOR,6,905,3
1,02-ESTUDANTE ETUFOR,6,906,17
1,02-ESTUDANTE ETUFOR,6,907,4
1,02-ESTUDANTE ETUFOR,6,909,2
1,02-ESTUDANTE ETUFOR,6,913,4
1,02-ESTUDANTE ETUFOR,6,920,9
1,02-ESTUDANTE ETUFOR,7,1,9
1,02-ESTUDANTE ETUFOR,7,3,14
1,02-ESTUDANTE ETUFOR,7,5,8
1,02-ESTUDANTE ETUFOR,7,6,6
1,02-ESTUDANTE ETUFOR,7,7,5
1,02-ESTUDANTE ETUFOR,7,8,4
1,02-ESTUDANTE ETUFOR,7,10,16
1,02-ESTUDANTE ETUFOR,7,11,16
1,02-ESTUDANTE ETUFOR,7,12,9
1,02-ESTUDANTE ETUFOR,7,13,1
1,02-ESTUDANTE ETUFOR,7,14,2
1,02-ESTUDANTE ETUFOR,7,15,21
1,02-ESTUDANTE ETUFOR,7,21,3
1,02-ESTUDANTE ETUFOR,7,22,2
1,02-ESTUDANTE ETUFOR,7,24,19
1,02-ESTUDANTE ETUFOR,7,25,1
1,02-ESTUDANTE ETUFOR,7,26,29
1,02-ESTUDANTE ETUFOR,7,27,8
1,02-ESTUDANTE ETUFOR,7,28,11
1,02-ESTUDANTE ETUFOR,7,29,17
1,02-ESTUDANTE ETUFOR,7,30,21
1,02-ESTUDANTE ETUFOR,7,31,12
1,02-ESTUDANTE ETUFOR,7,32,13
1,02-ESTUDANTE ETUFOR,7,38,18
1,02-ESTUDANTE ETUFOR,7,41,30
1,02-ESTUDANTE ETUFOR,7,42,26
1,02-ESTUDANTE ETUFOR,7,43,9
1,02-ESTUDANTE ETUFOR,7,44,15
1,02-ESTUDANTE ETUFOR,7,45,22
1,02-ESTUDANTE ETUFOR,7,51,77
1,02-ESTUDANTE ETUFOR,7,52,77
1,02-ESTUDANTE ETUFOR,7,60,3
1,02-ESTUDANTE ETUFOR,7,66,14
1,02-ESTUDANTE ETUFOR,7,68,6
1,02-ESTUDANTE ETUFOR,7,69,7
1,02-ESTUDANTE ETUFOR,7,70,18
1,02-ESTUDANTE ETUFOR,7,71,7
1,02-ESTUDANTE ETUFOR,7,72,10
1,02-ESTUDANTE ETUFOR,7,74,12
1,02-ESTUDANTE ETUFOR,7,75,4
1,02-ESTUDANTE ETUFOR,7,76,19
1,02-ESTUDANTE ETUFOR,7,77,30
1,02-ESTUDANTE ETUFOR,7,78,12
1,02-ESTUDANTE ETUFOR,7,79,2
1,02-ESTUDANTE ETUFOR,7,80,12
1,02-ESTUDANTE ETUFOR,7,81,6
1,02-ESTUDANTE ETUFOR,7,83,5
1,02-ESTUDANTE ETUFOR,7,84,5
1,02-ESTUDANTE ETUFOR,7,85,5
1,02-ESTUDANTE ETUFOR,7,88,4
1,02-ESTUDANTE ETUFOR,7,101,8
1,02-ESTUDANTE ETUFOR,7,102,1
1,02-ESTUDANTE ETUFOR,7,110,3
1,02-ESTUDANTE ETUFOR,7,111,5
1,02-ESTUDANTE ETUFOR,7,112,9
1,02-ESTUDANTE ETUFOR,7,114,7
1,02-ESTUDANTE ETUFOR,7,115,4
1,02-ESTUDANTE ETUFOR,7,122,15
1,02-ESTUDANTE ETUFOR,7,200,5
1,02-ESTUDANTE ETUFOR,7,202,2
1,02-ESTUDANTE ETUFOR,7,205,2
1,02-ESTUDANTE ETUFOR,7,210,17
1,02-ESTUDANTE ETUFOR,7,211,20
1,02-ESTUDANTE ETUFOR,7,212,6
1,02-ESTUDANTE ETUFOR,7,213,8
1,02-ESTUDANTE ETUFOR,7,214,16
1,02-ESTUDANTE ETUFOR,7,215,6
1,02-ESTUDANTE ETUFOR,7,216,4
1,02-ESTUDANTE ETUFOR,7,220,17
1,02-ESTUDANTE ETUFOR,7,225,1
1,02-ESTUDANTE ETUFOR,7,233,1
1,02-ESTUDANTE ETUFOR,7,243,3
1,02-ESTUDANTE ETUFOR,7,304,4
1,02-ESTUDANTE ETUFOR,7,305,1
1,02-ESTUDANTE ETUFOR,7,308,1
1,02-ESTUDANTE ETUFOR,7,311,11
1,02-ESTUDANTE ETUFOR,7,312,20
1,02-ESTUDANTE ETUFOR,7,313,7
1,02-ESTUDANTE ETUFOR,7,314,7
1,02-ESTUDANTE ETUFOR,7,315,12
1,02-ESTUDANTE ETUFOR,7,317,4
1,02-ESTUDANTE ETUFOR,7,318,6
1,02-ESTUDANTE ETUFOR,7,319,8
1,02-ESTUDANTE ETUFOR,7,321,12
1,02-ESTUDANTE ETUFOR,7,322,11
1,02-ESTUDANTE ETUFOR,7,323,8
1,02-ESTUDANTE ETUFOR,7,324,2
1,02-ESTUDANTE ETUFOR,7,325,3
1,02-ESTUDANTE ETUFOR,7,327,14
1,02-ESTUDANTE ETUFOR,7,329,15
1,02-ESTUDANTE ETUFOR,7,330,5
1,02-ESTUDANTE ETUFOR,7,332,3
1,02-ESTUDANTE ETUFOR,7,335,12
1,02-ESTUDANTE ETUFOR,7,336,10
1,02-ESTUDANTE ETUFOR,7,337,19
1,02-ESTUDANTE ETUFOR,7,338,10
1,02-ESTUDANTE ETUFOR,7,339,4
1,02-ESTUDANTE ETUFOR,7,340,4
1,02-ESTUDANTE ETUFOR,7,341,13
1,02-ESTUDANTE ETUFOR,7,342,3
1,02-ESTUDANTE ETUFOR,7,343,15
1,02-ESTUDANTE ETUFOR,7,344,3
1,02-ESTUDANTE ETUFOR,7,345,24
1,02-ESTUDANTE ETUFOR,7,346,9
1,02-ESTUDANTE ETUFOR,7,347,6
1,02-ESTUDANTE ETUFOR,7,350,6
1,02-ESTUDANTE ETUFOR,7,351,3
1,02-ESTUDANTE ETUFOR,7,353,4
1,02-ESTUDANTE ETUFOR,7,355,23
1,02-ESTUDANTE ETUFOR,7,356,4
1,02-ESTUDANTE ETUFOR,7,357,5
1,02-ESTUDANTE ETUFOR,7,360,18
1,02-ESTUDANTE ETUFOR,7,361,3
1,02-ESTUDANTE ETUFOR,7,362,4
1,02-ESTUDANTE ETUFOR,7,366,9
1,02-ESTUDANTE ETUFOR,7,367,14
1,02-ESTUDANTE ETUFOR,7,369,8
1,02-ESTUDANTE ETUFOR,7,372,6
1,02-ESTUDANTE ETUFOR,7,375,6
1,02-ESTUDANTE ETUFOR,7,376,6
1,02-ESTUDANTE ETUFOR,7,377,4
1,02-ESTUDANTE ETUFOR,7,378,2
1,02-ESTUDANTE ETUFOR,7,379,17
1,02-ESTUDANTE ETUFOR,7,381,7
1,02-ESTUDANTE ETUFOR,7,382,5
1,02-ESTUDANTE ETUFOR,7,383,6
1,02-ESTUDANTE ETUFOR,7,384,3
1,02-ESTUDANTE ETUFOR,7,386,9
1,02-ESTUDANTE ETUFOR,7,388,5
1,02-ESTUDANTE ETUFOR,7,389,5
1,02-ESTUDANTE ETUFOR,7,390,3
1,02-ESTUDANTE ETUFOR,7,391,1
1,02-ESTUDANTE ETUFOR,7,392,2
1,02-ESTUDANTE ETUFOR,7,393,9
1,02-ESTUDANTE ETUFOR,7,395,2
1,02-ESTUDANTE ETUFOR,7,397,7
1,02-ESTUDANTE ETUFOR,7,401,6
1,02-ESTUDANTE ETUFOR,7,403,8
1,02-ESTUDANTE ETUFOR,7,404,1
1,02-ESTUDANTE ETUFOR,7,405,7
1,02-ESTUDANTE ETUFOR,7,406,12
1,02-ESTUDANTE ETUFOR,7,407,2
