linha,hora,n,total,prop
43 - Cj Ceara/Lagoa/F.Tav,19,124,4035,0.030731102850061958
43 - Cj Ceara/Lagoa/F.Tav,20,61,4035,0.015117719950433706
43 - Cj Ceara/Lagoa/F.Tav,21,159,4035,0.03940520446096654
43 - Cj Ceara/Lagoa/F.Tav,22,49,4035,0.012143742255266418
43 - Cj Ceara/Lagoa/F.Tav,23,21,4035,0.0052044609665427505
44 - Parangaba/Papicu/Mon,4,19,10489,0.00181142148917914
44 - Parangaba/Papicu/Mon,5,254,10489,0.02421584517113166
44 - Parangaba/Papicu/Mon,6,687,10489,0.06549718752979311
44 - Parangaba/Papicu/Mon,7,861,10489,0.08208599485174946
44 - Parangaba/Papicu/Mon,8,555,10489,0.05291257507865383
44 - Parangaba/Papicu/Mon,9,459,10489,0.04376012965964344
44 - Parangaba/Papicu/Mon,10,435,10489,0.04147201830489084
44 - Parangaba/Papicu/Mon,11,449,10489,0.04280674992849652
44 - Parangaba/Papicu/Mon,12,516,10489,0.04919439412718086
44 - Parangaba/Papicu/Mon,13,526,10489,0.05014777385832777
44 - Parangaba/Papicu/Mon,14,738,10489,0.07035942415864238
44 - Parangaba/Papicu/Mon,15,633,10489,0.06034893698159977
44 - Parangaba/Papicu/Mon,16,870,10489,0.08294403660978168
44 - Parangaba/Papicu/Mon,17,949,10489,0.09047573648584231
44 - Parangaba/Papicu/Mon,18,868,10489,0.0827533606635523
44 - Parangaba/Papicu/Mon,19,616,10489,0.05872819143865001
44 - Parangaba/Papicu/Mon,20,377,10489,0.03594241586423873
44 - Parangaba/Papicu/Mon,21,411,10489,0.03918390695013824
44 - Parangaba/Papicu/Mon,22,229,10489,0.021832395843264372
44 - Parangaba/Papicu/Mon,23,37,10489,0.0035275050052435883
456 - Planalto Ayrton Senn,3,3,5386,5.569996286669142e-4
456 - Planalto Ayrton Senn,4,143,5386,0.02655031563312291
456 - Planalto Ayrton Senn,5,478,5386,0.08874860750092833
456 - Planalto Ayrton Senn,6,666,5386,0.12365391756405496
456 - Planalto Ayrton Senn,7,521,5386,0.09673226884515411
456 - Planalto Ayrton Senn,8,253,5386,0.046973635350909766
456 - Planalto Ayrton Senn,9,208,5386,0.038618640920906055
456 - Planalto Ayrton Senn,10,195,5386,0.03620497586334943
456 - Planalto Ayrton Senn,11,240,5386,0.04455997029335314
456 - Planalto Ayrton Senn,12,375,5386,0.06962495358336428
456 - Planalto Ayrton Senn,13,262,5386,0.04864463423691051
456 - Planalto Ayrton Senn,14,251,5386,0.046602302265131824
456 - Planalto Ayrton Senn,15,234,5386,0.04344597103601931
456 - Planalto Ayrton Senn,16,283,5386,0.05254363163757891
456 - Planalto Ayrton Senn,17,436,5386,0.08095061269959153
456 - Planalto Ayrton Senn,18,305,5386,0.05662829558113628
456 - Planalto Ayrton Senn,19,208,5386,0.038618640920906055
456 - Planalto Ayrton Senn,20,126,5386,0.023393984404010398
456 - Planalto Ayrton Senn,21,81,5386,0.015038989974006683
456 - Planalto Ayrton Senn,22,88,5386,0.016338655774229483
456 - Planalto Ayrton Senn,23,30,5386,0.005569996286669142
45 - Cj Ceara/Papicu/Mont,4,82,13709,0.005981472025676563
45 - Cj Ceara/Papicu/Mont,5,630,13709,0.045955211904588227
45 - Cj Ceara/Papicu/Mont,6,1072,13709,0.07819680501860092
45 - Cj Ceara/Papicu/Mont,7,1020,13709,0.07440367641695236
45 - Cj Ceara/Papicu/Mont,8,817,13709,0.05959588591436283
45 - Cj Ceara/Papicu/Mont,9,576,13709,0.042016193741337804
45 - Cj Ceara/Papicu/Mont,10,460,13709,0.0335545991684295
45 - Cj Ceara/Papicu/Mont,11,641,13709,0.0467576044933985
45 - Cj Ceara/Papicu/Mont,12,656,13709,0.047851776205412505
45 - Cj Ceara/Papicu/Mont,13,683,13709,0.04982128528703771
45 - Cj Ceara/Papicu/Mont,14,803,13709,0.05857465898314976
45 - Cj Ceara/Papicu/Mont,15,772,13709,0.05631337077832081
45 - Cj Ceara/Papicu/Mont,16,950,13709,0.06929754176088701
45 - Cj Ceara/Papicu/Mont,17,1187,13709,0.0865854548107083
45 - Cj Ceara/Papicu/Mont,18,1175,13709,0.08571011744109709
45 - Cj Ceara/Papicu/Mont,19,737,13709,0.05376030345028813
45 - Cj Ceara/Papicu/Mont,20,557,13709,0.040630242906120065
45 - Cj Ceara/Papicu/Mont,21,467,13709,0.034065212634036036
45 - Cj Ceara/Papicu/Mont,22,350,13709,0.025530673280326793
45 - Cj Ceara/Papicu/Mont,23,74,13709,0.0053979137792690935
466 - Arvoredo/Parangaba,4,91,3323,0.02738489316882335
466 - Arvoredo/Parangaba,5,296,3323,0.08907613602166717
466 - Arvoredo/Parangaba,6,409,3323,0.12308155281372254
466 - Arvoredo/Parangaba,7,246,3323,0.07402949142341259
466 - Arvoredo/Parangaba,8,182,3323,0.0547697863376467
466 - Arvoredo/Parangaba,9,137,3323,0.04122780619921757
466 - Arvoredo/Parangaba,10,107,3323,0.03219981944026482
466 - Arvoredo/Parangaba,11,186,3323,0.05597351790550707
466 - Arvoredo/Parangaba,12,154,3323,0.04634366536262414
466 - Arvoredo/Parangaba,13,183,3323,0.0550707192296118
466 - Arvoredo/Parangaba,14,122,3323,0.0367138128197412
466 - Arvoredo/Parangaba,15,120,3323,0.03611194703581101
466 - Arvoredo/Parangaba,16,196,3323,0.05898284682515799
466 - Arvoredo/Parangaba,17,245,3323,0.07372855853144748
466 - Arvoredo/Parangaba,18,268,3323,0.0806500150466446
466 - Arvoredo/Parangaba,19,124,3323,0.03731567860367138
466 - Arvoredo/Parangaba,20,109,3323,0.03280168522419501
466 - Arvoredo/Parangaba,21,89,3323,0.02678302738489317
466 - Arvoredo/Parangaba,22,49,3323,0.014745711706289497
466 - Arvoredo/Parangaba,23,10,3323,0.003009328919650918
46 - Corujao/Cj Ceara,0,5,41,0.12195121951219512
46 - Corujao/Cj Ceara,3,6,41,0.14634146341463414
46 - Corujao/Cj Ceara,4,30,41,0.7317073170731707
47 - Corujao/Jose Bastos/,0,2,2,1
48 - Corujao/Parangaba/Pa,0,13,35,0.37142857142857144
48 - Corujao/Parangaba/Pa,1,11,35,0.3142857142857143
48 - Corujao/Parangaba/Pa,2,10,35,0.2857142857142857
48 - Corujao/Parangaba/Pa,4,1,35,0.02857142857142857
4 - MESSEJANA/PAPICU/CAM,7,65,2158,0.030120481927710843
4 - MESSEJANA/PAPICU/CAM,8,88,2158,0.04077849860982391
4 - MESSEJANA/PAPICU/CAM,9,115,2158,0.05329008341056534
4 - MESSEJANA/PAPICU/CAM,10,130,2158,0.060240963855421686
4 - MESSEJANA/PAPICU/CAM,11,220,2158,0.10194624652455977
4 - MESSEJANA/PAPICU/CAM,12,261,2158,0.12094531974050046
4 - MESSEJANA/PAPICU/CAM,13,160,2158,0.07414272474513438
4 - MESSEJANA/PAPICU/CAM,14,147,2158,0.06811862835959222
4 - MESSEJANA/PAPICU/CAM,15,195,2158,0.09036144578313253
4 - MESSEJANA/PAPICU/CAM,16,291,2158,0.13484708063021317
4 - MESSEJANA/PAPICU/CAM,17,272,2158,0.12604263206672844
4 - MESSEJANA/PAPICU/CAM,18,183,2158,0.08480074142724744
4 - MESSEJANA/PAPICU/CAM,19,31,2158,0.014365152919369786
501 - Bairro de Fatima,5,1,985,0.0010152284263959391
501 - Bairro de Fatima,6,52,985,0.05279187817258883
501 - Bairro de Fatima,7,66,985,0.06700507614213198
501 - Bairro de Fatima,8,59,985,0.05989847715736041
501 - Bairro de Fatima,9,55,985,0.05583756345177665
501 - Bairro de Fatima,10,91,985,0.09238578680203045
501 - Bairro de Fatima,11,66,985,0.06700507614213198
501 - Bairro de Fatima,12,93,985,0.09441624365482233
501 - Bairro de Fatima,13,72,985,0.07309644670050762
501 - Bairro de Fatima,14,87,985,0.0883248730964467
501 - Bairro de Fatima,15,57,985,0.05786802030456853
501 - Bairro de Fatima,16,73,985,0.07411167512690356
501 - Bairro de Fatima,17,80,985,0.08121827411167512
501 - Bairro de Fatima,18,57,985,0.05786802030456853
501 - Bairro de Fatima,19,35,985,0.03553299492385787
501 - Bairro de Fatima,20,20,985,0.02030456852791878
501 - Bairro de Fatima,21,16,985,0.016243654822335026
501 - Bairro de Fatima,22,5,985,0.005076142131979695
502 - Vila Uniao,4,9,4359,0.0020646937370956643
502 - Vila Uniao,5,76,4359,0.017435191557696718
502 - Vila Uniao,6,410,4359,0.09405827024546914
502 - Vila Uniao,7,344,4359,0.07891718284010094
502 - Vila Uniao,8,234,4359,0.053682037164487266
502 - Vila Uniao,9,199,4359,0.04565267263133746
502 - Vila Uniao,10,227,4359,0.052076164257857306
502 - Vila Uniao,11,268,4359,0.06148199128240422
502 - Vila Uniao,12,347,4359,0.07960541408579949
502 - Vila Uniao,13,303,4359,0.06951135581555402
502 - Vila Uniao,14,259,4359,0.059417297545308556
502 - Vila Uniao,15,283,4359,0.06492314751089699
502 - Vila Uniao,16,307,4359,0.07042899747648543
502 - Vila Uniao,17,340,4359,0.07799954117916953
502 - Vila Uniao,18,306,4359,0.07019958706125258
502 - Vila Uniao,19,188,4359,0.043129158063776096
502 - Vila Uniao,20,106,4359,0.024317504014682266
502 - Vila Uniao,21,102,4359,0.02339986235375086
502 - Vila Uniao,22,46,4359,0.010552879100711171
502 - Vila Uniao,23,5,4359,0.0011470520761642578
503 - Av. 13 de Maio 1,5,9,582,0.015463917525773196
503 - Av. 13 de Maio 1,6,89,582,0.15292096219931273
503 - Av. 13 de Maio 1,7,67,582,0.11512027491408934
503 - Av. 13 de Maio 1,8,21,582,0.03608247422680412
503 - Av. 13 de Maio 1,9,35,582,0.06013745704467354
503 - Av. 13 de Maio 1,10,17,582,0.029209621993127148
503 - Av. 13 de Maio 1,11,26,582,0.044673539518900345
503 - Av. 13 de Maio 1,12,46,582,0.07903780068728522
503 - Av. 13 de Maio 1,13,35,582,0.06013745704467354
503 - Av. 13 de Maio 1,14,26,582,0.044673539518900345
503 - Av. 13 de Maio 1,15,25,582,0.0429553264604811
503 - Av. 13 de Maio 1,16,37,582,0.06357388316151202
503 - Av. 13 de Maio 1,17,70,582,0.12027491408934708
503 - Av. 13 de Maio 1,18,40,582,0.06872852233676977
503 - Av. 13 de Maio 1,19,11,582,0.018900343642611683
503 - Av. 13 de Maio 1,20,10,582,0.01718213058419244
503 - Av. 13 de Maio 1,21,14,582,0.024054982817869417
503 - Av. 13 de Maio 1,22,4,582,0.006872852233676976
504 - Av. 13 de Maio 2,5,5,701,0.007132667617689016
504 - Av. 13 de Maio 2,6,42,701,0.05991440798858773
504 - Av. 13 de Maio 2,7,47,701,0.06704707560627675
504 - Av. 13 de Maio 2,8,36,701,0.05135520684736091
504 - Av. 13 de Maio 2,9,32,701,0.0456490727532097
504 - Av. 13 de Maio 2,10,54,701,0.07703281027104136
504 - Av. 13 de Maio 2,11,53,701,0.07560627674750357
504 - Av. 13 de Maio 2,12,51,701,0.07275320970042796
504 - Av. 13 de Maio 2,13,40,701,0.05706134094151213
504 - Av. 13 de Maio 2,14,43,701,0.06134094151212553
504 - Av. 13 de Maio 2,15,47,701,0.06704707560627675
504 - Av. 13 de Maio 2,16,33,701,0.047075606276747506
504 - Av. 13 de Maio 2,17,82,701,0.11697574893009986
504 - Av. 13 de Maio 2,18,80,701,0.11412268188302425
504 - Av. 13 de Maio 2,19,29,701,0.04136947218259629
504 - Av. 13 de Maio 2,20,12,701,0.017118402282453638
504 - Av. 13 de Maio 2,21,9,701,0.012838801711840228
504 - Av. 13 de Maio 2,22,6,701,0.008559201141226819
50 - SIQ/PAP/WS.,4,54,11398,0.004737673276013336
50 - SIQ/PAP/WS.,5,606,11398,0.053167222319705214
50 - SIQ/PAP/WS.,6,987,11398,0.0865941393226882
50 - SIQ/PAP/WS.,7,921,11398,0.08080364976311634
50 - SIQ/PAP/WS.,8,675,11398,0.059220915950166694
50 - SIQ/PAP/WS.,9,551,11398,0.04834181435339533
50 - SIQ/PAP/WS.,10,419,11398,0.036760835234251624
50 - SIQ/PAP/WS.,11,537,11398,0.047113528689243726
50 - SIQ/PAP/WS.,12,653,11398,0.05729075276364275
50 - SIQ/PAP/WS.,13,514,11398,0.04509563081242323
50 - SIQ/PAP/WS.,14,463,11398,0.040621161607299526
50 - SIQ/PAP/WS.,15,709,11398,0.062203895420249164
50 - SIQ/PAP/WS.,16,783,11398,0.06869626250219336
50 - SIQ/PAP/WS.,17,1073,11398,0.0941393226881909
50 - SIQ/PAP/WS.,18,919,11398,0.08062818038252324
50 - SIQ/PAP/WS.,19,592,11398,0.0519389366555536
50 - SIQ/PAP/WS.,20,364,11398,0.03193542726794175
50 - SIQ/PAP/WS.,21,270,11398,0.02368836638006668
50 - SIQ/PAP/WS.,22,296,11398,0.0259694683277768
50 - SIQ/PAP/WS.,23,12,11398,0.001052816283558519
513 - PARANGABA/UECE/LUCIA,5,30,1583,0.018951358180669616
513 - PARANGABA/UECE/LUCIA,6,123,1583,0.07770056854074542
513 - PARANGABA/UECE/LUCIA,7,101,1583,0.06380290587492103
513 - PARANGABA/UECE/LUCIA,8,56,1583,0.035375868603916616
513 - PARANGABA/UECE/LUCIA,9,47,1583,0.02969046114971573
513 - PARANGABA/UECE/LUCIA,10,42,1583,0.026531901452937462
513 - PARANGABA/UECE/LUCIA,11,154,1583,0.0972836386607707
513 - PARANGABA/UECE/LUCIA,12,155,1583,0.09791535060012634
513 - PARANGABA/UECE/LUCIA,13,118,1583,0.07454200884396715
513 - PARANGABA/UECE/LUCIA,14,71,1583,0.04485154769425142
513 - PARANGABA/UECE/LUCIA,15,60,1583,0.03790271636133923
513 - PARANGABA/UECE/LUCIA,16,74,1583,0.04674668351231838
513 - PARANGABA/UECE/LUCIA,17,182,1583,0.114971572962729
513 - PARANGABA/UECE/LUCIA,18,140,1583,0.08843967150979154
513 - PARANGABA/UECE/LUCIA,19,77,1583,0.04864181933038535
513 - PARANGABA/UECE/LUCIA,20,61,1583,0.03853442830069488
513 - PARANGABA/UECE/LUCIA,21,61,1583,0.03853442830069488
513 - PARANGABA/UECE/LUCIA,22,31,1583,0.01958307012002527
51 - Grande Circular 1,4,126,9233,0.013646702047005308
51 - Grande Circular 1,5,581,9233,0.06292645943896892
51 - Grande Circular 1,6,964,9233,0.10440810137550093
51 - Grande Circular 1,7,795,9233,0.0861041914870573
51 - Grande Circular 1,8,481,9233,0.052095743528647244
51 - Grande Circular 1,9,428,9233,0.04635546409617676
51 - Grande Circular 1,10,353,9233,0.0382324271634355
51 - Grande Circular 1,11,410,9233,0.04440593523231886
51 - Grande Circular 1,12,469,9233,0.05079605761940864
51 - Grande Circular 1,13,355,9233,0.03844904148164194
51 - Grande Circular 1,14,354,9233,0.03834073432253872
51 - Grande Circular 1,15,397,9233,0.04299794216397704
51 - Grande Circular 1,16,607,9233,0.06574244557565255
51 - Grande Circular 1,17,982,9233,0.10635763023935882
51 - Grande Circular 1,18,673,9233,0.07289071807646486
51 - Grande Circular 1,19,374,9233,0.04050687750460306
51 - Grande Circular 1,20,212,9233,0.022961117729881946
51 - Grande Circular 1,21,297,9233,0.03216722625365537
51 - Grande Circular 1,22,269,9233,0.029134625798765298
51 - Grande Circular 1,23,106,9233,0.011480558864940973
52 - Grande Circular 2,4,103,8669,0.011881416541700312
52 - Grande Circular 2,5,442,8669,0.050986272926519784
52 - Grande Circular 2,6,887,8669,0.10231860652901142
52 - Grande Circular 2,7,761,8669,0.08778405813819357
52 - Grande Circular 2,8,534,8669,0.06159880032298996
52 - Grande Circular 2,9,357,8669,0.0411812204406506
52 - Grande Circular 2,10,366,8669,0.042219402468566154
52 - Grande Circular 2,11,399,8669,0.04602606990425655
52 - Grande Circular 2,12,501,8669,0.05779213288729957
52 - Grande Circular 2,13,337,8669,0.038874149267504904
52 - Grande Circular 2,14,412,8669,0.04752566616680125
52 - Grande Circular 2,15,426,8669,0.049140615988003226
52 - Grande Circular 2,16,562,8669,0.06482869996539393
52 - Grande Circular 2,17,780,8669,0.08997577575268197
52 - Grande Circular 2,18,612,8669,0.07059637789825816
52 - Grande Circular 2,19,425,8669,0.04902526242934595
52 - Grande Circular 2,20,185,8669,0.02134040835159765
52 - Grande Circular 2,21,238,8669,0.027454146960433728
52 - Grande Circular 2,22,244,8669,0.02814626831237744
52 - Grande Circular 2,23,98,8669,0.011304648748413889
53 - MES/PAP / WS,4,8,5053,0.001583217890362161
53 - MES/PAP / WS,5,188,5053,0.037205620423510784
53 - MES/PAP / WS,6,312,5053,0.061745497724124285
53 - MES/PAP / WS,7,326,5053,0.06451612903225806
53 - MES/PAP / WS,8,232,5053,0.045913318820502674
53 - MES/PAP / WS,9,172,5053,0.03403918464278646
53 - MES/PAP / WS,10,185,5053,0.03661191371462497
53 - MES/PAP / WS,11,227,5053,0.04492380763902632
53 - MES/PAP / WS,12,241,5053,0.047694438947160106
53 - MES/PAP / WS,13,232,5053,0.045913318820502674
53 - MES/PAP / WS,14,185,5053,0.03661191371462497
53 - MES/PAP / WS,15,217,5053,0.04294478527607362
53 - MES/PAP / WS,16,379,5053,0.07500494755590738
53 - MES/PAP / WS,17,642,5053,0.12705323570156343
53 - MES/PAP / WS,18,509,5053,0.1007322382742925
53 - MES/PAP / WS,19,333,5053,0.06590144468632496
53 - MES/PAP / WS,20,251,5053,0.049673461310112806
53 - MES/PAP / WS,21,186,5053,0.03680981595092025
53 - MES/PAP / WS,22,228,5053,0.04512170987532159
54 - Corujao/Praia do Fut,0,34,56,0.6071428571428571
54 - Corujao/Praia do Fut,1,15,56,0.26785714285714285
54 - Corujao/Praia do Fut,2,4,56,0.07142857142857142
54 - Corujao/Praia do Fut,3,2,56,0.03571428571428571
54 - Corujao/Praia do Fut,4,1,56,0.017857142857142856
55 - Corujao/Grande Circu,0,95,311,0.3054662379421222
55 - Corujao/Grande Circu,1,58,311,0.1864951768488746
55 - Corujao/Grande Circu,2,23,311,0.07395498392282958
55 - Corujao/Grande Circu,3,26,311,0.08360128617363344
55 - Corujao/Grande Circu,4,109,311,0.3504823151125402
56 - Corujao/Grande Circu,0,43,193,0.22279792746113988
56 - Corujao/Grande Circu,1,58,193,0.3005181347150259
56 - Corujao/Grande Circu,2,14,193,0.07253886010362694
56 - Corujao/Grande Circu,3,20,193,0.10362694300518134
56 - Corujao/Grande Circu,4,58,193,0.3005181347150259
57 - Corujao/Jardim Irace,0,4,28,0.14285714285714285
57 - Corujao/Jardim Irace,2,1,28,0.03571428571428571
57 - Corujao/Jardim Irace,3,5,28,0.17857142857142858
57 - Corujao/Jardim Irace,4,18,28,0.6428571428571429
58 - Corujao/Jd.Guanabara,0,2,19,0.10526315789473684
58 - Corujao/Jd.Guanabara,3,7,19,0.3684210526315789
58 - Corujao/Jd.Guanabara,4,10,19,0.5263157894736842
59 - Corujao/Av. Sargento,1,3,23,0.13043478260869565
59 - Corujao/Av. Sargento,2,3,23,0.13043478260869565
59 - Corujao/Av. Sargento,3,7,23,0.30434782608695654
59 - Corujao/Av. Sargento,4,10,23,0.43478260869565216
5 - TERMINAL LAGOA,0,4,2267,0.00176444640494045
5 - TERMINAL LAGOA,1,3,2267,0.0013233348037053375
5 - TERMINAL LAGOA,2,1,2267,4.411116012351125e-4
5 - TERMINAL LAGOA,3,5,2267,0.0022055580061755625
5 - TERMINAL LAGOA,4,18,2267,0.007940008822232024
5 - TERMINAL LAGOA,5,119,2267,0.05249228054697839
5 - TERMINAL LAGOA,6,253,2267,0.11160123511248346
5 - TERMINAL LAGOA,7,207,2267,0.09131010145566829
5 - TERMINAL LAGOA,8,119,2267,0.05249228054697839
5 - TERMINAL LAGOA,9,99,2267,0.043670048522276135
5 - TERMINAL LAGOA,10,87,2267,0.038376709307454786
5 - TERMINAL LAGOA,11,115,2267,0.050727834142037936
5 - TERMINAL LAGOA,12,151,2267,0.06660785178650198
5 - TERMINAL LAGOA,13,100,2267,0.044111160123511246
5 - TERMINAL LAGOA,14,77,2267,0.03396559329510366
5 - TERMINAL LAGOA,15,100,2267,0.044111160123511246
5 - TERMINAL LAGOA,16,126,2267,0.055580061755624174
5 - TERMINAL LAGOA,17,192,2267,0.0846934274371416
5 - TERMINAL LAGOA,18,165,2267,0.07278341420379356
5 - TERMINAL LAGOA,19,100,2267,0.044111160123511246
5 - TERMINAL LAGOA,20,49,2267,0.021614468460520512
5 - TERMINAL LAGOA,21,74,2267,0.032642258491398325
5 - TERMINAL LAGOA,22,96,2267,0.0423467137185708
5 - TERMINAL LAGOA,23,7,2267,0.0030877812086457872
600 - Messejana/Frei Ciril,4,2,4743,4.21674045962471e-4
600 - Messejana/Frei Ciril,5,118,4743,0.02487876871178579
600 - Messejana/Frei Ciril,6,410,4743,0.08644317942230656
600 - Messejana/Frei Ciril,7,393,4743,0.08285895003162555
600 - Messejana/Frei Ciril,8,196,4743,0.04132405650432216
600 - Messejana/Frei Ciril,9,222,4743,0.04680581910183428
600 - Messejana/Frei Ciril,10,205,4743,0.04322158971115328
600 - Messejana/Frei Ciril,11,282,4743,0.05945604048070841
600 - Messejana/Frei Ciril,12,247,4743,0.052076744676365166
600 - Messejana/Frei Ciril,13,247,4743,0.052076744676365166
600 - Messejana/Frei Ciril,14,246,4743,0.05186590765338393
600 - Messejana/Frei Ciril,15,278,4743,0.05861269238878347
600 - Messejana/Frei Ciril,16,278,4743,0.05861269238878347
600 - Messejana/Frei Ciril,17,468,4743,0.09867172675521822
600 - Messejana/Frei Ciril,18,406,4743,0.08559983133038161
600 - Messejana/Frei Ciril,19,248,4743,0.05228758169934641
600 - Messejana/Frei Ciril,20,159,4743,0.033523086654016446
600 - Messejana/Frei Ciril,21,188,4743,0.03963736032047228
600 - Messejana/Frei Ciril,22,142,4743,0.029938857263335443
600 - Messejana/Frei Ciril,23,8,4743,0.001686696183849884
601 - Aerolandia 1,5,11,3001,0.0036654448517160947
601 - Aerolandia 1,6,234,3001,0.07797400866377874
601 - Aerolandia 1,7,286,3001,0.09530156614461846
601 - Aerolandia 1,8,190,3001,0.06331222925691436
601 - Aerolandia 1,9,181,3001,0.060313228923692105
601 - Aerolandia 1,10,180,3001,0.05998000666444518
601 - Aerolandia 1,11,210,3001,0.06997667444185271
601 - Aerolandia 1,12,241,3001,0.08030656447850716
601 - Aerolandia 1,13,249,3001,0.08297234255248251
601 - Aerolandia 1,14,194,3001,0.06464511829390203
601 - Aerolandia 1,15,186,3001,0.06197934021992669
601 - Aerolandia 1,16,192,3001,0.0639786737754082
601 - Aerolandia 1,17,200,3001,0.06664445184938354
601 - Aerolandia 1,18,206,3001,0.06864378540486504
601 - Aerolandia 1,19,87,3001,0.02899033655448184
601 - Aerolandia 1,20,61,3001,0.02032655781406198
601 - Aerolandia 1,21,76,3001,0.025324891702765744
601 - Aerolandia 1,22,17,3001,0.005664778407197601
602 - Pq.Pio XII/Ana Gonca,5,28,2432,0.011513157894736841
602 - Pq.Pio XII/Ana Gonca,6,187,2432,0.07689144736842106
602 - Pq.Pio XII/Ana Gonca,7,186,2432,0.07648026315789473
602 - Pq.Pio XII/Ana Gonca,8,137,2432,0.05633223684210526
602 - Pq.Pio XII/Ana Gonca,9,157,2432,0.06455592105263158
602 - Pq.Pio XII/Ana Gonca,10,205,2432,0.08429276315789473
602 - Pq.Pio XII/Ana Gonca,11,200,2432,0.08223684210526316
602 - Pq.Pio XII/Ana Gonca,12,177,2432,0.0727796052631579
602 - Pq.Pio XII/Ana Gonca,13,173,2432,0.07113486842105263
602 - Pq.Pio XII/Ana Gonca,14,143,2432,0.05879934210526316
602 - Pq.Pio XII/Ana Gonca,15,160,2432,0.06578947368421052
602 - Pq.Pio XII/Ana Gonca,16,169,2432,0.06949013157894737
602 - Pq.Pio XII/Ana Gonca,17,129,2432,0.05304276315789474
602 - Pq.Pio XII/Ana Gonca,18,116,2432,0.047697368421052634
602 - Pq.Pio XII/Ana Gonca,19,99,2432,0.04070723684210526
602 - Pq.Pio XII/Ana Gonca,20,56,2432,0.023026315789473683
602 - Pq.Pio XII/Ana Gonca,21,78,2432,0.032072368421052634
602 - Pq.Pio XII/Ana Gonca,22,31,2432,0.01274671052631579
602 - Pq.Pio XII/Ana Gonca,23,1,2432,4.1118421052631577e-4
603 - Castelao/Visconde do,4,6,5446,0.0011017260374586854
603 - Castelao/Visconde do,5,264,5446,0.04847594564818215
603 - Castelao/Visconde do,6,679,5446,0.12467866323907455
603 - Castelao/Visconde do,7,460,5446,0.08446566287183253
603 - Castelao/Visconde do,8,315,5446,0.05784061696658098
603 - Castelao/Visconde do,9,274,5446,0.050312155710613295
603 - Castelao/Visconde do,10,217,5446,0.03984575835475578
603 - Castelao/Visconde do,11,288,5446,0.05288284979801689
603 - Castelao/Visconde do,12,344,5446,0.06316562614763128
603 - Castelao/Visconde do,13,272,5446,0.049944913698127064
603 - Castelao/Visconde do,14,312,5446,0.057289753947851636
603 - Castelao/Visconde do,15,259,5446,0.04755784061696658
603 - Castelao/Visconde do,16,338,5446,0.062063900110172605
603 - Castelao/Visconde do,17,450,5446,0.0826294528094014
603 - Castelao/Visconde do,18,397,5446,0.07289753947851635
603 - Castelao/Visconde do,19,288,5446,0.05288284979801689
603 - Castelao/Visconde do,20,131,5446,0.02405435181784796
603 - Castelao/Visconde do,21,91,5446,0.016709511568123392
603 - Castelao/Visconde do,22,55,5446,0.010099155343371281
603 - Castelao/Visconde do,23,6,5446,0.0011017260374586854
604 - Dias Macedo/Cent,4,2,2178,9.182736455463728e-4
604 - Dias Macedo/Cent,5,84,2178,0.03856749311294766
604 - Dias Macedo/Cent,6,298,2178,0.13682277318640956
604 - Dias Macedo/Cent,7,196,2178,0.08999081726354453
604 - Dias Macedo/Cent,8,113,2178,0.05188246097337006
604 - Dias Macedo/Cent,9,124,2178,0.05693296602387511
604 - Dias Macedo/Cent,10,91,2178,0.04178145087235996
604 - Dias Macedo/Cent,11,127,2178,0.05831037649219467
604 - Dias Macedo/Cent,12,169,2178,0.0775941230486685
604 - Dias Macedo/Cent,13,116,2178,0.05325987144168962
604 - Dias Macedo/Cent,14,106,2178,0.048668503213957756
604 - Dias Macedo/Cent,15,115,2178,0.052800734618916434
604 - Dias Macedo/Cent,16,97,2178,0.04453627180899908
604 - Dias Macedo/Cent,17,197,2178,0.09044995408631772
604 - Dias Macedo/Cent,18,106,2178,0.048668503213957756
604 - Dias Macedo/Cent,19,121,2178,0.05555555555555555
604 - Dias Macedo/Cent,20,40,2178,0.018365472910927456
604 - Dias Macedo/Cent,21,47,2178,0.02157943067033976
604 - Dias Macedo/Cent,22,28,2178,0.012855831037649219
604 - Dias Macedo/Cent,23,1,2178,4.591368227731864e-4
605 - Cj Pref. Jose Walter,4,3,4038,7.429420505200594e-4
605 - Cj Pref. Jose Walter,5,219,4038,0.05423476968796434
605 - Cj Pref. Jose Walter,6,554,4038,0.13719663199603765
605 - Cj Pref. Jose Walter,7,337,4038,0.08345715700842
605 - Cj Pref. Jose Walter,8,230,4038,0.05695889053987122
605 - Cj Pref. Jose Walter,9,183,4038,0.045319465081723624
605 - Cj Pref. Jose Walter,10,152,4038,0.037642397226349676
605 - Cj Pref. Jose Walter,11,209,4038,0.05175829618623081
605 - Cj Pref. Jose Walter,12,305,4038,0.0755324418028727
605 - Cj Pref. Jose Walter,13,225,4038,0.05572065378900446
605 - Cj Pref. Jose Walter,14,195,4038,0.048291233283803865
605 - Cj Pref. Jose Walter,15,147,4038,0.036404160475482915
605 - Cj Pref. Jose Walter,16,225,4038,0.05572065378900446
605 - Cj Pref. Jose Walter,17,372,4038,0.09212481426448738
605 - Cj Pref. Jose Walter,18,272,4038,0.06736007924715205
605 - Cj Pref. Jose Walter,19,189,4038,0.046805349182763745
605 - Cj Pref. Jose Walter,20,93,4038,0.023031203566121844
