linha,hora,n,total,prop
101 - Beira Rio,4,15,6592,0.0022754854368932037
101 - Beira Rio,5,204,6592,0.030946601941747573
101 - Beira Rio,6,683,6592,0.10361043689320389
101 - Beira Rio,7,671,6592,0.10179004854368932
101 - Beira Rio,8,321,6592,0.04869538834951456
101 - Beira Rio,9,326,6592,0.04945388349514563
101 - Beira Rio,10,370,6592,0.05612864077669903
101 - Beira Rio,11,361,6592,0.05476334951456311
101 - Beira Rio,12,404,6592,0.06128640776699029
101 - Beira Rio,13,354,6592,0.05370145631067961
101 - Beira Rio,14,312,6592,0.04733009708737864
101 - Beira Rio,15,277,6592,0.04202063106796117
101 - Beira Rio,16,403,6592,0.06113470873786408
101 - Beira Rio,17,635,6592,0.09632888349514564
101 - Beira Rio,18,538,6592,0.08161407766990292
101 - Beira Rio,19,268,6592,0.040655339805825245
101 - Beira Rio,20,159,6592,0.02412014563106796
101 - Beira Rio,21,222,6592,0.033677184466019416
101 - Beira Rio,22,64,6592,0.009708737864077669
101 - Beira Rio,23,5,6592,7.58495145631068e-4
102 - Vila Sto. Antonio/Ns,5,82,3047,0.026911716442402363
102 - Vila Sto. Antonio/Ns,6,284,3047,0.09320643255661307
102 - Vila Sto. Antonio/Ns,7,261,3047,0.08565802428618313
102 - Vila Sto. Antonio/Ns,8,189,3047,0.06202822448309813
102 - Vila Sto. Antonio/Ns,9,198,3047,0.06498194945848375
102 - Vila Sto. Antonio/Ns,10,200,3047,0.06563833278634723
102 - Vila Sto. Antonio/Ns,11,196,3047,0.06432556613062028
102 - Vila Sto. Antonio/Ns,12,190,3047,0.062356416147029865
102 - Vila Sto. Antonio/Ns,13,185,3047,0.060715457827371186
102 - Vila Sto. Antonio/Ns,14,173,3047,0.05677715786019035
102 - Vila Sto. Antonio/Ns,15,184,3047,0.06038726616343945
102 - Vila Sto. Antonio/Ns,16,200,3047,0.06563833278634723
102 - Vila Sto. Antonio/Ns,17,201,3047,0.06596652445027897
102 - Vila Sto. Antonio/Ns,18,185,3047,0.060715457827371186
102 - Vila Sto. Antonio/Ns,19,93,3047,0.03052182474565146
102 - Vila Sto. Antonio/Ns,20,80,3047,0.02625533311453889
102 - Vila Sto. Antonio/Ns,21,112,3047,0.03675746636035445
102 - Vila Sto. Antonio/Ns,22,29,3047,0.009517558254020347
102 - Vila Sto. Antonio/Ns,23,5,3047,0.0016409583196586807
106 - FLORESTA/CENTRO,5,39,1379,0.028281363306744016
106 - FLORESTA/CENTRO,6,117,1379,0.08484408992023205
106 - FLORESTA/CENTRO,7,144,1379,0.10442349528643945
106 - FLORESTA/CENTRO,8,91,1379,0.06598984771573604
106 - FLORESTA/CENTRO,9,74,1379,0.05366207396664249
106 - FLORESTA/CENTRO,10,93,1379,0.0674401740391588
106 - FLORESTA/CENTRO,11,82,1379,0.05946337926033358
106 - FLORESTA/CENTRO,12,97,1379,0.07034082668600435
106 - FLORESTA/CENTRO,13,62,1379,0.044960116026105876
106 - FLORESTA/CENTRO,14,71,1379,0.05148658448150834
106 - FLORESTA/CENTRO,15,66,1379,0.047860768672951415
106 - FLORESTA/CENTRO,16,104,1379,0.07541696881798404
106 - FLORESTA/CENTRO,17,138,1379,0.10007251631617115
106 - FLORESTA/CENTRO,18,79,1379,0.05728788977519942
106 - FLORESTA/CENTRO,19,55,1379,0.03988397389412618
106 - FLORESTA/CENTRO,20,23,1379,0.016678752719361856
106 - FLORESTA/CENTRO,21,28,1379,0.02030456852791878
106 - FLORESTA/CENTRO,22,9,1379,0.006526468455402465
106 - FLORESTA/CENTRO,23,7,1379,0.005076142131979695
108 - SANTA MARIA/BAIRRO E,5,41,3594,0.011407902058987202
108 - SANTA MARIA/BAIRRO E,6,276,3594,0.07679465776293823
108 - SANTA MARIA/BAIRRO E,7,374,3594,0.10406232609905398
108 - SANTA MARIA/BAIRRO E,8,213,3594,0.05926544240400668
108 - SANTA MARIA/BAIRRO E,9,195,3594,0.05425709515859766
108 - SANTA MARIA/BAIRRO E,10,196,3594,0.054535336672231496
108 - SANTA MARIA/BAIRRO E,11,196,3594,0.054535336672231496
108 - SANTA MARIA/BAIRRO E,12,237,3594,0.0659432387312187
108 - SANTA MARIA/BAIRRO E,13,272,3594,0.07568169170840289
108 - SANTA MARIA/BAIRRO E,14,182,3594,0.05063995548135782
108 - SANTA MARIA/BAIRRO E,15,191,3594,0.053144129104062326
108 - SANTA MARIA/BAIRRO E,16,243,3594,0.0676126878130217
108 - SANTA MARIA/BAIRRO E,17,268,3594,0.07456872565386756
108 - SANTA MARIA/BAIRRO E,18,361,3594,0.10044518642181413
108 - SANTA MARIA/BAIRRO E,19,145,3594,0.040345019476905955
108 - SANTA MARIA/BAIRRO E,20,77,3594,0.02142459654980523
108 - SANTA MARIA/BAIRRO E,21,67,3594,0.01864218141346689
108 - SANTA MARIA/BAIRRO E,22,54,3594,0.015025041736227046
108 - SANTA MARIA/BAIRRO E,23,6,3594,0.001669449081803005
10 - TERMINAL SIQUEIRA,0,12,5156,0.0023273855702094647
10 - TERMINAL SIQUEIRA,1,5,5156,9.69743987587277e-4
10 - TERMINAL SIQUEIRA,2,3,5156,5.818463925523662e-4
10 - TERMINAL SIQUEIRA,3,7,5156,0.0013576415826221878
10 - TERMINAL SIQUEIRA,4,118,5156,0.022885958107059737
10 - TERMINAL SIQUEIRA,5,421,5156,0.08165244375484872
10 - TERMINAL SIQUEIRA,6,656,5156,0.12723041117145073
10 - TERMINAL SIQUEIRA,7,421,5156,0.08165244375484872
10 - TERMINAL SIQUEIRA,8,297,5156,0.05760279286268425
10 - TERMINAL SIQUEIRA,9,248,5156,0.04809930178432894
10 - TERMINAL SIQUEIRA,10,230,5156,0.04460822342901474
10 - TERMINAL SIQUEIRA,11,222,5156,0.043056633048875095
10 - TERMINAL SIQUEIRA,12,229,5156,0.04441427463149728
10 - TERMINAL SIQUEIRA,13,192,5156,0.037238169123351435
10 - TERMINAL SIQUEIRA,14,205,5156,0.03975950349107835
10 - TERMINAL SIQUEIRA,15,176,5156,0.03413498836307215
10 - TERMINAL SIQUEIRA,16,268,5156,0.051978277734678044
10 - TERMINAL SIQUEIRA,17,481,5156,0.09328937160589604
10 - TERMINAL SIQUEIRA,18,363,5156,0.0704034134988363
10 - TERMINAL SIQUEIRA,19,185,5156,0.03588052754072925
10 - TERMINAL SIQUEIRA,20,137,5156,0.026570985259891388
10 - TERMINAL SIQUEIRA,21,134,5156,0.025989138867339022
10 - TERMINAL SIQUEIRA,22,125,5156,0.024243599689681924
10 - TERMINAL SIQUEIRA,23,21,5156,0.004072924747866563
110 - Vila do Mar/Centro,5,43,2175,0.019770114942528734
110 - Vila do Mar/Centro,6,189,2175,0.08689655172413793
110 - Vila do Mar/Centro,7,170,2175,0.07816091954022988
110 - Vila do Mar/Centro,8,120,2175,0.05517241379310345
110 - Vila do Mar/Centro,9,129,2175,0.05931034482758621
110 - Vila do Mar/Centro,10,124,2175,0.057011494252873565
110 - Vila do Mar/Centro,11,148,2175,0.06804597701149426
110 - Vila do Mar/Centro,12,140,2175,0.06436781609195402
110 - Vila do Mar/Centro,13,127,2175,0.05839080459770115
110 - Vila do Mar/Centro,14,145,2175,0.06666666666666667
110 - Vila do Mar/Centro,15,133,2175,0.06114942528735632
110 - Vila do Mar/Centro,16,149,2175,0.06850574712643678
110 - Vila do Mar/Centro,17,200,2175,0.09195402298850575
110 - Vila do Mar/Centro,18,180,2175,0.08275862068965517
110 - Vila do Mar/Centro,19,63,2175,0.028965517241379312
110 - Vila do Mar/Centro,20,48,2175,0.022068965517241378
110 - Vila do Mar/Centro,21,57,2175,0.02620689655172414
110 - Vila do Mar/Centro,22,10,2175,0.004597701149425287
111 - Jardim Iracema,4,3,4700,6.382978723404255e-4
111 - Jardim Iracema,5,107,4700,0.02276595744680851
111 - Jardim Iracema,6,465,4700,0.09893617021276596
111 - Jardim Iracema,7,379,4700,0.08063829787234042
111 - Jardim Iracema,8,306,4700,0.0651063829787234
111 - Jardim Iracema,9,256,4700,0.05446808510638298
111 - Jardim Iracema,10,238,4700,0.05063829787234043
111 - Jardim Iracema,11,332,4700,0.07063829787234042
111 - Jardim Iracema,12,297,4700,0.06319148936170213
111 - Jardim Iracema,13,269,4700,0.05723404255319149
111 - Jardim Iracema,14,281,4700,0.05978723404255319
111 - Jardim Iracema,15,211,4700,0.044893617021276595
111 - Jardim Iracema,16,325,4700,0.06914893617021277
111 - Jardim Iracema,17,423,4700,0.09
111 - Jardim Iracema,18,331,4700,0.07042553191489362
111 - Jardim Iracema,19,213,4700,0.045319148936170214
111 - Jardim Iracema,20,79,4700,0.01680851063829787
111 - Jardim Iracema,21,128,4700,0.02723404255319149
111 - Jardim Iracema,22,50,4700,0.010638297872340425
111 - Jardim Iracema,23,7,4700,0.0014893617021276596
112 - Alvaro Weyne/Centro,5,45,3008,0.014960106382978724
112 - Alvaro Weyne/Centro,6,299,3008,0.09940159574468085
112 - Alvaro Weyne/Centro,7,287,3008,0.0954122340425532
112 - Alvaro Weyne/Centro,8,215,3008,0.07147606382978723
112 - Alvaro Weyne/Centro,9,181,3008,0.06017287234042553
112 - Alvaro Weyne/Centro,10,143,3008,0.047539893617021274
112 - Alvaro Weyne/Centro,11,129,3008,0.04288563829787234
112 - Alvaro Weyne/Centro,12,151,3008,0.050199468085106384
112 - Alvaro Weyne/Centro,13,152,3008,0.05053191489361702
112 - Alvaro Weyne/Centro,14,199,3008,0.06615691489361702
112 - Alvaro Weyne/Centro,15,147,3008,0.04886968085106383
112 - Alvaro Weyne/Centro,16,239,3008,0.07945478723404255
112 - Alvaro Weyne/Centro,17,272,3008,0.09042553191489362
112 - Alvaro Weyne/Centro,18,231,3008,0.07679521276595745
112 - Alvaro Weyne/Centro,19,127,3008,0.04222074468085106
112 - Alvaro Weyne/Centro,20,62,3008,0.020611702127659573
112 - Alvaro Weyne/Centro,21,73,3008,0.024268617021276594
112 - Alvaro Weyne/Centro,22,51,3008,0.01695478723404255
112 - Alvaro Weyne/Centro,23,5,3008,0.0016622340425531915
114 - Cj Nova Assuncao/Fra,4,13,5570,0.002333931777378815
114 - Cj Nova Assuncao/Fra,5,194,5570,0.0348294434470377
114 - Cj Nova Assuncao/Fra,6,508,5570,0.09120287253141832
114 - Cj Nova Assuncao/Fra,7,472,5570,0.08473967684021544
114 - Cj Nova Assuncao/Fra,8,281,5570,0.05044883303411131
114 - Cj Nova Assuncao/Fra,9,317,5570,0.05691202872531418
114 - Cj Nova Assuncao/Fra,10,412,5570,0.07396768402154398
114 - Cj Nova Assuncao/Fra,11,352,5570,0.06319569120287254
114 - Cj Nova Assuncao/Fra,12,350,5570,0.06283662477558348
114 - Cj Nova Assuncao/Fra,13,306,5570,0.05493716337522442
114 - Cj Nova Assuncao/Fra,14,280,5570,0.05026929982046679
114 - Cj Nova Assuncao/Fra,15,307,5570,0.05511669658886894
114 - Cj Nova Assuncao/Fra,16,401,5570,0.07199281867145423
114 - Cj Nova Assuncao/Fra,17,481,5570,0.08635547576301615
114 - Cj Nova Assuncao/Fra,18,415,5570,0.07450628366247755
114 - Cj Nova Assuncao/Fra,19,195,5570,0.03500897666068223
114 - Cj Nova Assuncao/Fra,20,116,5570,0.02082585278276481
114 - Cj Nova Assuncao/Fra,21,119,5570,0.021364452423698384
114 - Cj Nova Assuncao/Fra,22,44,5570,0.007899461400359067
114 - Cj Nova Assuncao/Fra,23,7,5570,0.0012567324955116697
115 - Jardim Guanabara/Fra,4,8,4440,0.0018018018018018018
115 - Jardim Guanabara/Fra,5,150,4440,0.033783783783783786
115 - Jardim Guanabara/Fra,6,394,4440,0.08873873873873873
115 - Jardim Guanabara/Fra,7,376,4440,0.08468468468468468
115 - Jardim Guanabara/Fra,8,245,4440,0.05518018018018018
115 - Jardim Guanabara/Fra,9,240,4440,0.05405405405405406
115 - Jardim Guanabara/Fra,10,242,4440,0.0545045045045045
115 - Jardim Guanabara/Fra,11,293,4440,0.065990990990991
115 - Jardim Guanabara/Fra,12,285,4440,0.06418918918918919
115 - Jardim Guanabara/Fra,13,250,4440,0.05630630630630631
115 - Jardim Guanabara/Fra,14,246,4440,0.05540540540540541
115 - Jardim Guanabara/Fra,15,282,4440,0.06351351351351352
115 - Jardim Guanabara/Fra,16,301,4440,0.0677927927927928
115 - Jardim Guanabara/Fra,17,392,4440,0.08828828828828829
115 - Jardim Guanabara/Fra,18,362,4440,0.08153153153153153
115 - Jardim Guanabara/Fra,19,174,4440,0.03918918918918919
115 - Jardim Guanabara/Fra,20,59,4440,0.013288288288288288
115 - Jardim Guanabara/Fra,21,99,4440,0.0222972972972973
115 - Jardim Guanabara/Fra,22,42,4440,0.00945945945945946
11 - Circular 1,5,206,5987,0.03440788374812093
11 - Circular 1,6,647,5987,0.10806747953900117
11 - Circular 1,7,710,5987,0.11859027893769834
11 - Circular 1,8,387,5987,0.0646400534491398
11 - Circular 1,9,280,5987,0.04676799732754301
11 - Circular 1,10,270,5987,0.045097711708702186
11 - Circular 1,11,324,5987,0.054117254050442626
11 - Circular 1,12,365,5987,0.06096542508769
11 - Circular 1,13,351,5987,0.05862702522131284
11 - Circular 1,14,291,5987,0.04860531150826791
11 - Circular 1,15,265,5987,0.044262568899281776
11 - Circular 1,16,398,5987,0.06647736762986471
11 - Circular 1,17,544,5987,0.09086353766494071
11 - Circular 1,18,420,5987,0.07015199599131451
11 - Circular 1,19,201,5987,0.03357274093870052
11 - Circular 1,20,98,5987,0.016368799064640054
11 - Circular 1,21,177,5987,0.029564055453482545
11 - Circular 1,22,52,5987,0.008685485217972274
11 - Circular 1,23,1,5987,1.6702856188408218e-4
120 - VILA DO MAR / ANTONI,4,9,2224,0.0040467625899280575
120 - VILA DO MAR / ANTONI,5,240,2224,0.1079136690647482
120 - VILA DO MAR / ANTONI,6,305,2224,0.13714028776978418
120 - VILA DO MAR / ANTONI,7,218,2224,0.09802158273381295
120 - VILA DO MAR / ANTONI,8,124,2224,0.05575539568345324
120 - VILA DO MAR / ANTONI,9,82,2224,0.0368705035971223
120 - VILA DO MAR / ANTONI,10,57,2224,0.025629496402877698
120 - VILA DO MAR / ANTONI,11,80,2224,0.03597122302158273
120 - VILA DO MAR / ANTONI,12,120,2224,0.0539568345323741
120 - VILA DO MAR / ANTONI,13,83,2224,0.03732014388489208
120 - VILA DO MAR / ANTONI,14,83,2224,0.03732014388489208
120 - VILA DO MAR / ANTONI,15,130,2224,0.05845323741007194
120 - VILA DO MAR / ANTONI,16,114,2224,0.051258992805755396
120 - VILA DO MAR / ANTONI,17,195,2224,0.08767985611510791
120 - VILA DO MAR / ANTONI,18,146,2224,0.06564748201438848
120 - VILA DO MAR / ANTONI,19,100,2224,0.044964028776978415
120 - VILA DO MAR / ANTONI,20,40,2224,0.017985611510791366
120 - VILA DO MAR / ANTONI,21,39,2224,0.01753597122302158
120 - VILA DO MAR / ANTONI,22,44,2224,0.019784172661870502
120 - VILA DO MAR / ANTONI,23,15,2224,0.006744604316546762
122 - Antonio Bezerra/Alva,4,74,3004,0.02463382157123835
122 - Antonio Bezerra/Alva,5,378,3004,0.12583222370173103
122 - Antonio Bezerra/Alva,6,477,3004,0.15878828229027964
122 - Antonio Bezerra/Alva,7,317,3004,0.105525965379494
122 - Antonio Bezerra/Alva,8,173,3004,0.05758988015978695
122 - Antonio Bezerra/Alva,9,91,3004,0.03029294274300932
122 - Antonio Bezerra/Alva,10,113,3004,0.03761651131824234
122 - Antonio Bezerra/Alva,11,166,3004,0.05525965379494008
122 - Antonio Bezerra/Alva,12,186,3004,0.061917443408788284
122 - Antonio Bezerra/Alva,13,174,3004,0.05792276964047936
122 - Antonio Bezerra/Alva,14,122,3004,0.04061251664447404
122 - Antonio Bezerra/Alva,15,103,3004,0.034287616511318245
122 - Antonio Bezerra/Alva,16,137,3004,0.04560585885486019
122 - Antonio Bezerra/Alva,17,223,3004,0.07423435419440745
122 - Antonio Bezerra/Alva,18,119,3004,0.0396138482023968
122 - Antonio Bezerra/Alva,19,82,3004,0.02729693741677763
122 - Antonio Bezerra/Alva,20,31,3004,0.010319573901464714
122 - Antonio Bezerra/Alva,21,25,3004,0.008322237017310254
122 - Antonio Bezerra/Alva,22,12,3004,0.0039946737683089215
122 - Antonio Bezerra/Alva,23,1,3004,3.3288948069241014e-4
12 - Circular 2,5,168,6204,0.027079303675048357
12 - Circular 2,6,546,6204,0.08800773694390715
12 - Circular 2,7,740,6204,0.11927788523533205
12 - Circular 2,8,403,6204,0.06495809155383624
12 - Circular 2,9,291,6204,0.04690522243713733
12 - Circular 2,10,275,6204,0.044326241134751775
12 - Circular 2,11,296,6204,0.04771115409413282
12 - Circular 2,12,343,6204,0.055286911669890394
12 - Circular 2,13,406,6204,0.06544165054803353
12 - Circular 2,14,311,6204,0.05012894906511928
12 - Circular 2,15,304,6204,0.049000644745325596
12 - Circular 2,16,368,6204,0.05931656995486783
12 - Circular 2,17,603,6204,0.09719535783365571
12 - Circular 2,18,498,6204,0.08027079303675048
12 - Circular 2,19,307,6204,0.04948420373952289
12 - Circular 2,20,171,6204,0.02756286266924565
12 - Circular 2,21,115,6204,0.018536428110896196
12 - Circular 2,22,56,6204,0.009026434558349452
12 - Circular 2,23,3,6204,4.8355899419729207e-4
132 - VILA SANTO ANTONIO/R,8,21,467,0.044967880085653104
132 - VILA SANTO ANTONIO/R,9,24,467,0.05139186295503212
132 - VILA SANTO ANTONIO/R,10,15,467,0.032119914346895075
132 - VILA SANTO ANTONIO/R,11,18,467,0.03854389721627409
132 - VILA SANTO ANTONIO/R,12,27,467,0.057815845824411134
132 - VILA SANTO ANTONIO/R,13,48,467,0.10278372591006424
132 - VILA SANTO ANTONIO/R,14,34,467,0.0728051391862955
132 - VILA SANTO ANTONIO/R,15,32,467,0.06852248394004283
132 - VILA SANTO ANTONIO/R,16,41,467,0.08779443254817987
132 - VILA SANTO ANTONIO/R,17,36,467,0.07708779443254818
132 - VILA SANTO ANTONIO/R,18,38,467,0.08137044967880086
132 - VILA SANTO ANTONIO/R,19,53,467,0.11349036402569593
132 - VILA SANTO ANTONIO/R,20,22,467,0.047109207708779445
132 - VILA SANTO ANTONIO/R,21,26,467,0.055674518201284794
132 - VILA SANTO ANTONIO/R,22,31,467,0.06638115631691649
132 - VILA SANTO ANTONIO/R,23,1,467,0.0021413276231263384
13 - Aguanambi 1,5,39,1105,0.03529411764705882
13 - Aguanambi 1,6,96,1105,0.08687782805429864
13 - Aguanambi 1,7,119,1105,0.1076923076923077
13 - Aguanambi 1,8,78,1105,0.07058823529411765
13 - Aguanambi 1,9,68,1105,0.06153846153846154
13 - Aguanambi 1,10,51,1105,0.046153846153846156
13 - Aguanambi 1,11,77,1105,0.06968325791855204
13 - Aguanambi 1,12,97,1105,0.08778280542986425
13 - Aguanambi 1,13,90,1105,0.08144796380090498
13 - Aguanambi 1,14,79,1105,0.07149321266968325
13 - Aguanambi 1,15,44,1105,0.039819004524886875
13 - Aguanambi 1,16,61,1105,0.05520361990950226
13 - Aguanambi 1,17,94,1105,0.08506787330316742
13 - Aguanambi 1,18,58,1105,0.05248868778280543
13 - Aguanambi 1,19,29,1105,0.026244343891402715
13 - Aguanambi 1,20,15,1105,0.013574660633484163
13 - Aguanambi 1,21,9,1105,0.008144796380090498
13 - Aguanambi 1,23,1,1105,9.049773755656109e-4
14 - Aguanambi 2,5,39,1713,0.02276707530647986
14 - Aguanambi 2,6,173,1713,0.10099241097489783
14 - Aguanambi 2,7,213,1713,0.1243432574430823
14 - Aguanambi 2,8,104,1713,0.06071220081727963
14 - Aguanambi 2,9,84,1713,0.04903677758318739
14 - Aguanambi 2,10,128,1713,0.07472270869819031
14 - Aguanambi 2,11,84,1713,0.04903677758318739
14 - Aguanambi 2,12,126,1713,0.07355516637478109
14 - Aguanambi 2,13,97,1713,0.056625802685347344
14 - Aguanambi 2,14,183,1713,0.10683012259194395
14 - Aguanambi 2,15,106,1713,0.06187974314068885
14 - Aguanambi 2,16,111,1713,0.0647985989492119
14 - Aguanambi 2,17,131,1713,0.07647402218330414
14 - Aguanambi 2,18,76,1713,0.044366608289550497
14 - Aguanambi 2,19,25,1713,0.014594279042615295
14 - Aguanambi 2,20,16,1713,0.009340338587273789
14 - Aguanambi 2,21,13,1713,0.007589025102159953
14 - Aguanambi 2,22,4,1713,0.002335084646818447
15 - Cj Ceara/Antonio Bez,4,122,4981,0.024493073679983938
15 - Cj Ceara/Antonio Bez,5,520,4981,0.10439670748845613
15 - Cj Ceara/Antonio Bez,6,715,4981,0.1435454727966272
15 - Cj Ceara/Antonio Bez,7,418,4981,0.08391889178879743
15 - Cj Ceara/Antonio Bez,8,323,4981,0.06484641638225255
15 - Cj Ceara/Antonio Bez,9,179,4981,0.03593655892391086
15 - Cj Ceara/Antonio Bez,10,288,4981,0.0578197149166834
15 - Cj Ceara/Antonio Bez,11,290,4981,0.05822124071471592
15 - Cj Ceara/Antonio Bez,12,307,4981,0.06163420999799237
15 - Cj Ceara/Antonio Bez,13,295,4981,0.05922505520979723
15 - Cj Ceara/Antonio Bez,14,190,4981,0.03814495081308974
15 - Cj Ceara/Antonio Bez,15,179,4981,0.03593655892391086
15 - Cj Ceara/Antonio Bez,16,306,4981,0.06143344709897611
15 - Cj Ceara/Antonio Bez,17,349,4981,0.07006625175667537
15 - Cj Ceara/Antonio Bez,18,210,4981,0.04216020879341498
15 - Cj Ceara/Antonio Bez,19,130,4981,0.026099176872114032
15 - Cj Ceara/Antonio Bez,20,45,4981,0.00903433045573178
15 - Cj Ceara/Antonio Bez,21,68,4981,0.013651877133105802
15 - Cj Ceara/Antonio Bez,22,40,4981,0.008030515960650473
15 - Cj Ceara/Antonio Bez,23,7,4981,0.0014053402931138326
16 - CUCA BARRA/PAPICU,5,126,1630,0.07730061349693251
16 - CUCA BARRA/PAPICU,6,391,1630,0.23987730061349694
16 - CUCA BARRA/PAPICU,7,295,1630,0.18098159509202455
16 - CUCA BARRA/PAPICU,8,159,1630,0.09754601226993866
16 - CUCA BARRA/PAPICU,9,29,1630,0.017791411042944787
16 - CUCA BARRA/PAPICU,16,64,1630,0.0392638036809816
16 - CUCA BARRA/PAPICU,17,304,1630,0.18650306748466258
16 - CUCA BARRA/PAPICU,18,174,1630,0.1067484662576687
16 - CUCA BARRA/PAPICU,19,83,1630,0.050920245398773004
16 - CUCA BARRA/PAPICU,20,5,1630,0.003067484662576687
17 - Intershoppings,6,55,1171,0.04696840307429547
17 - Intershoppings,7,113,1171,0.09649871904355252
17 - Intershoppings,8,59,1171,0.05038428693424424
17 - Intershoppings,9,55,1171,0.04696840307429547
17 - Intershoppings,10,60,1171,0.05123825789923143
17 - Intershoppings,11,62,1171,0.05294619982920581
17 - Intershoppings,12,70,1171,0.059777967549103334
17 - Intershoppings,13,80,1171,0.06831767719897523
17 - Intershoppings,14,58,1171,0.04953031596925705
17 - Intershoppings,15,69,1171,0.05892399658411614
17 - Intershoppings,16,105,1171,0.089666951323655
17 - Intershoppings,17,152,1171,0.12980358667805295
17 - Intershoppings,18,127,1171,0.10845431255337319
17 - Intershoppings,19,54,1171,0.04611443210930828
17 - Intershoppings,20,29,1171,0.024765157984628524
17 - Intershoppings,21,16,1171,0.013663535439795047
17 - Intershoppings,22,7,1171,0.005977796754910333
19 - MESSEJANA/PAPICU/MAN,5,93,3444,0.02700348432055749
19 - MESSEJANA/PAPICU/MAN,6,292,3444,0.08478513356562137
19 - MESSEJANA/PAPICU/MAN,7,242,3444,0.070267131242741
19 - MESSEJANA/PAPICU/MAN,8,190,3444,0.05516840882694541
19 - MESSEJANA/PAPICU/MAN,9,175,3444,0.0508130081300813
19 - MESSEJANA/PAPICU/MAN,10,124,3444,0.036004645760743324
19 - MESSEJANA/PAPICU/MAN,11,170,3444,0.04936120789779326
19 - MESSEJANA/PAPICU/MAN,12,117,3444,0.03397212543554007
19 - MESSEJANA/PAPICU/MAN,13,92,3444,0.026713124274099883
19 - MESSEJANA/PAPICU/MAN,14,162,3444,0.047038327526132406
19 - MESSEJANA/PAPICU/MAN,15,235,3444,0.06823461091753774
19 - MESSEJANA/PAPICU/MAN,16,234,3444,0.06794425087108014
19 - MESSEJANA/PAPICU/MAN,17,300,3444,0.08710801393728224
19 - MESSEJANA/PAPICU/MAN,18,398,3444,0.11556329849012775
19 - MESSEJANA/PAPICU/MAN,19,180,3444,0.05226480836236934
19 - MESSEJANA/PAPICU/MAN,20,115,3444,0.03339140534262486
19 - MESSEJANA/PAPICU/MAN,21,193,3444,0.05603948896631823
19 - MESSEJANA/PAPICU/MAN,22,115,3444,0.03339140534262486
19 - MESSEJANA/PAPICU/MAN,23,17,3444,0.004936120789779327
1 - TERM.ANT.BEZERRA,0,24,9851,0.00243630088315907
1 - TERM.ANT.BEZERRA,1,7,9851,7.105877575880621e-4
1 - TERM.ANT.BEZERRA,2,3,9851,3.0453761039488374e-4
1 - TERM.ANT.BEZERRA,3,2,9851,2.0302507359658918e-4
1 - TERM.ANT.BEZERRA,4,167,9851,0.016952593645315196
1 - TERM.ANT.BEZERRA,5,832,9851,0.0844584306161811
1 - TERM.ANT.BEZERRA,6,1126,9851,0.11430311643487971
1 - TERM.ANT.BEZERRA,7,853,9851,0.08659019388894529
1 - TERM.ANT.BEZERRA,8,543,9851,0.05512130748147396
1 - TERM.ANT.BEZERRA,9,621,9851,0.06303928535174094
1 - TERM.ANT.BEZERRA,10,504,9851,0.05116231854634047
1 - TERM.ANT.BEZERRA,11,507,9851,0.05146685615673536
1 - TERM.ANT.BEZERRA,12,559,9851,0.05674550807024668
1 - TERM.ANT.BEZERRA,13,444,9851,0.045071566338442795
1 - TERM.ANT.BEZERRA,14,458,9851,0.04649274185361892
1 - TERM.ANT.BEZERRA,15,449,9851,0.04557912902243427
1 - TERM.ANT.BEZERRA,16,650,9851,0.06598314891889148
1 - TERM.ANT.BEZERRA,17,755,9851,0.07664196528271242
1 - TERM.ANT.BEZERRA,18,498,9851,0.0505532433255507
1 - TERM.ANT.BEZERRA,19,277,9851,0.028118972693127603
1 - TERM.ANT.BEZERRA,20,183,9851,0.01857679423408791
1 - TERM.ANT.BEZERRA,21,179,9851,0.01817074408689473
1 - TERM.ANT.BEZERRA,22,174,9851,0.01766318140290326
1 - TERM.ANT.BEZERRA,23,36,9851,0.0036544513247386053
200 - ANTONIO BEZERRA/CENT,5,13,4946,0.0026283865750101093
200 - ANTONIO BEZERRA/CENT,6,165,4946,0.03336029114435908
200 - ANTONIO BEZERRA/CENT,7,315,4946,0.06368782854832188
200 - ANTONIO BEZERRA/CENT,8,167,4946,0.033764658309745246
200 - ANTONIO BEZERRA/CENT,9,123,4946,0.024868580671249495
200 - ANTONIO BEZERRA/CENT,10,220,4946,0.04448038819247877
200 - ANTONIO BEZERRA/CENT,11,302,4946,0.06105944197331177
200 - ANTONIO BEZERRA/CENT,12,417,4946,0.08431055398301658
200 - ANTONIO BEZERRA/CENT,13,247,4946,0.04993934492519207
200 - ANTONIO BEZERRA/CENT,14,277,4946,0.056004852405984636
200 - ANTONIO BEZERRA/CENT,15,289,4946,0.05843105539830166
200 - ANTONIO BEZERRA/CENT,16,326,4946,0.06591184795794582
200 - ANTONIO BEZERRA/CENT,17,775,4946,0.15669227658714113
200 - ANTONIO BEZERRA/CENT,18,633,4946,0.127982207844723
200 - ANTONIO BEZERRA/CENT,19,340,4946,0.068742418115649
200 - ANTONIO BEZERRA/CENT,20,122,4946,0.02466639708855641
200 - ANTONIO BEZERRA/CENT,21,160,4946,0.03234937323089365
200 - ANTONIO BEZERRA/CENT,22,55,4946,0.011120097048119693
205 - Dom Lustosa,4,46,1293,0.03557617942768755
205 - Dom Lustosa,5,145,1293,0.11214230471771075
205 - Dom Lustosa,6,232,1293,0.1794276875483372
